,id,Comuna,N_Habitaciones,N_Baños,N_Estacionamientos,Amoblado,Total_Superficie_M2,Valor_UF,Link,colUF/m2,Tasa cada 100Mil,Rango,closest_metro,dist_closest_metro,closest_super,closest_super_dist
1517,1595,Las Condes,3.0,2.0,2.443019943019943,No,150.0,11000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/los-militares/5886268,73.0,465.6,medio,ESCUELA MILITAR,0.0885817162965798,Lider,0.0756735156583328
1518,1596,Las Condes,4.0,2.0,2.443019943019943,No,145.0,7590.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/frente-al-mall-los-dominicos/6799154,52.0,465.6,medio,LOS DOMINICOS,3.176737799882761,Jumbo La Reina ,2.202075987816931
1519,1598,La Reina,6.0,4.0,3.0,No,294.0,12300.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/monsenor-edwards-con-echenique/6104188,42.0,565.4,alto,FERNANDO CASTILLO VELASCO,2.1629950938800966,Lider,0.9437413907081876
1520,1599,La Reina,3.0,2.0,2.0,No,178.0,7246.38,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/se-vende-casa-la-reina-178m2-3d2b-2esto-patio-antejardin/6400921,41.0,565.4,alto,FERNANDO CASTILLO VELASCO,2.1629950938800966,Lider,0.9437413907081876
1521,1600,La Florida,4.0,2.0,2.443019943019943,No,76.0,4725.9,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/trinidad-la-florida/6467777,62.0,541.5,alto,TRINIDAD,1.229117088835607,El Alba,0.7669952836232278
1522,1601,La Reina,3.0,2.0,2.0,No,89.0,7990.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/blest-gana-con-paula-jaraquemada/6811462,90.0,565.4,alto,FERNANDO CASTILLO VELASCO,2.1629950938800966,Lider,0.9437413907081876
1523,1602,Ñuñoa,5.0,3.0,1.0,No,405.0,17328.29,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/mrsimon-bolivarhamburgo/5074080,43.0,589.1,alto,CHILE-ESPAÑA,0.3176693256994786,Lider,0.1432822431729541
1524,1603,Colina,4.0,4.0,2.0,No,600.0,10900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/colina-region-metropolitana/6412734,18.0,421.3,medio,LOS LIBERTADORES,7.989979597296424,Pedro Fontova,5.564190891445276
1525,1604,Macul,3.0,3.0,2.443019943019943,No,600.0,20000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/macul/6805112,33.0,501.9,medio,MACUL,0.0053179559457205,Central Mayorista,0.2806468369554811
1526,1605,Puente Alto,3.0,1.0,1.0,No,72.0,2047.89,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/el-silo/6799132,28.0,369.1,medio,PLAZA DE PUENTE ALTO,3.306839526735036,Plazuela Independencia,3.7284855906397625
1527,1606,Las Condes,3.0,3.0,3.0,No,450.0,26200.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/san-carlos-de-apoquindo-san-francisco-de-asis/6099958,58.0,465.6,medio,LOS DOMINICOS,3.176737799882761,Jumbo La Reina ,2.202075987816931
1528,1607,San Bernardo,5.0,1.0,1.0,No,352.0,5040.96,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/barros-aranajose-joaquin-perez/5715469,14.0,598.2,alto,LOS LIBERTADORES,3919.78952123141,Express de Lider,397.62158889358886
1529,1608,La Reina,4.0,3.0,2.0,No,373.0,11700.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/la-reina-region-metropolitana/5958659,31.0,565.4,alto,FERNANDO CASTILLO VELASCO,1.7833689821187186,Plaza Don Carlos,0.1698567627521391
1530,1609,Estación Central,8.0,5.0,2.443019943019943,No,572.0,12832.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/avenida-ecuadorblanco-garces/6398264,22.0,793.1,crítico,LAS REJAS,0.6253800056062887,Express de Lider,0.1739549408131728
1531,1610,Lo Barnechea,6.0,5.0,2.443019943019943,No,1050.0,35800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/pan-de-azucar-cerro-la-campana/6261514,34.0,276.8,bajo,LOS DOMINICOS,19.18722606594324,Express de Lider,12.229156722320129
1532,1611,La Cisterna,2.0,2.0,2.0,No,88.0,3465.66,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/trinidad-ramirez-la-cisterna/6805034,39.0,794.1,crítico,EL PARRON,0.4229712777521749,Intermodal,1.0228898350797733
1533,1612,Las Condes,3.0,1.0,2.443019943019943,No,320.0,8506.62,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/socompa-con-pozo-almonte-las-condes/6799117,27.0,465.6,medio,LOS DOMINICOS,3.176737799882761,Jumbo La Reina ,2.202075987816931
1534,1613,Macul,4.0,3.0,4.0,No,334.0,13642.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/jorge-gonzalez-bastias/6423757,41.0,501.9,medio,LAS TORRES,0.946122077685582,Central Mayorista,1.380419752633242
1535,1614,Las Condes,4.0,3.0,3.0,No,541.0,28000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/padre-hurtadoavda-las-condes/6255383,52.0,465.6,medio,LOS DOMINICOS,1.5660471369826323,Vitacura ,1.1791086688407435
1536,1615,La Reina,5.0,4.0,5.0,No,510.0,16700.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/echenique/6811272,33.0,565.4,alto,SIMON BOLIVAR,0.2674494662558014,Larraín,0.8061353937333158
1537,1616,La Florida,3.0,1.0,2.443019943019943,No,1211.0,12287.33,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/maria-inessan-jose-de-la-estrella/4911437,10.0,541.5,alto,TRINIDAD,4.428975022875378,Unimarc,1.216796660645036
1538,1617,Lo Prado,3.0,1.0,2.0,,220.0,5040.96,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-prado/casa/turquia-91/6787577,23.0,585.2,alto,LAS REJAS,0.4435023018820981,Express de Lider,0.849105349110938
1539,1618,Las Condes,3.0,3.0,3.0,No,578.0,16500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/cuarto-centenario/6155063,29.0,465.6,medio,LOS DOMINICOS,2.3665376422790065,Jumbo La Reina ,0.0945330075244462
1540,1619,Maipú,3.0,2.0,1.0,No,130.0,2898.55,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/alce-maipu/6805013,22.0,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
1541,1620,Cerro Navia,5.0,3.0,4.0,No,460.0,5986.14,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerro-navia/casa/la-hondonadala-africana/6493746,13.0,423.0,medio,PUDAHUEL,2.23535472958769,Catamarca,0.8633270033632695
1542,1621,Las Condes,5.0,3.0,2.0,No,500.0,21424.07,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/cuarto-centenario/6566117,43.0,465.6,medio,LOS DOMINICOS,2.3665376422790065,Jumbo La Reina ,0.0945330075244462
1543,1622,Lampa,3.0,2.630757613893783,2.443019943019943,No,5000.0,8500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/lampa-region-metropolitana/5221940,2.0,394.9,medio,LOS LIBERTADORES,19.08459164557622,Unimarc,0.5448884295330627
1544,1623,Independencia,9.0,1.0,2.443019943019943,No,172.0,4410.84,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/adolfo-ibanez/6811243,26.0,561.4,alto,PUENTE CAL Y CANTO,0.5951416433391697,Jumbo Independencia,0.5312595320163808
1545,1624,Colina,3.0,3.0,3.0,No,600.0,12500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/colina-region-metropolitana/6013130,21.0,421.3,medio,LOS LIBERTADORES,7.989979597296424,Pedro Fontova,5.564190891445276
1546,1625,La Reina,5.0,2.0,1.0,No,160.0,10550.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/simon-gonzalez-la-reina/6467947,66.0,565.4,alto,FERNANDO CASTILLO VELASCO,2.1629950938800966,Lider,0.9437413907081876
1547,1626,Maipú,1.0,3.0,1.0,No,90.0,2709.51,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/maipu-region-metropolitana/6315319,30.0,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
1548,1627,Maipú,3.0,1.0,2.0,No,80.0,2993.07,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/gutenberg-maipu/6804998,37.0,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
1549,1628,El Bosque,2.0,1.0,2.443019943019943,No,100.0,1197.23,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/casa-de-1-piso-en-el-bosque/4082561,12.0,408.1,medio,LOS LIBERTADORES,6049.388115283039,Colina ,411.91513553454143
1550,1629,Lo Barnechea,4.0,4.0,5.0,No,1638.0,28500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/rucalhue-el-arrayan-bajo/6083552,17.0,276.8,bajo,LOS DOMINICOS,19.18722606594324,Express de Lider,12.229156722320129
1551,1630,La Granja,4.0,1.0,2.443019943019943,No,130.0,4400.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-granja/casa/joaquin-edward-bellotrinidad/6014052,34.0,518.7,medio,LOS DOMINICOS,10508.664504717031,Portugal,310.46404452271906
1552,1631,La Florida,5.0,2.0,1.0,No,240.0,6692.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/la-florida-region-metropolitana/6493699,28.0,541.5,alto,BELLAVISTA DE LA FLORIDA,0.1179721158528139,Lider,0.1364128296960149
1553,1632,Lo Barnechea,5.0,4.0,2.0,No,700.0,20800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/lo-barnechea-region-metropolitana/5819135,30.0,276.8,bajo,LOS DOMINICOS,6.335356718361208,Jumbo La Dehesa ,0.9884721028220032
1554,1633,Padre Hurtado,3.0,2.0,1.0,No,189.0,2993.07,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/yc-56542-villa-el-copihueyc-56542-av-las-araucarias/6405233,16.0,318.8,medio,PLAZA DE MAIPU,7.5366122011540195,Express de Lider,1.1511830387425144
1555,1634,Puente Alto,3.0,1.0,2.443019943019943,No,60.0,1350.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/puente-alto-region-metropolitana/5514241,22.0,369.1,medio,PROTECTORA DE LA INFANCIA,1.3702824057646843,Express de Lider,1.1793406352206652
1556,1635,Providencia,3.0,2.0,2.443019943019943,No,139.0,11000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-eliecer-parada-arturo-medina/6098625,79.0,1567.1,crítico,LOS LIBERTADORES,3898.883442417413,Express de Lider,342.29714237761084
1557,1636,La Florida,2.0,2.0,3.0,No,100.0,6080.66,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/santa-amalia-con-santa-ines/6798509,61.0,541.5,alto,TRINIDAD,4.428975022875378,Unimarc,1.216796660645036
1558,1637,La Reina,3.0,2.0,3.0,No,1000.0,41394.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/casa-para-remodelar-120m21000m2-totales-la-reina-sur-3d1b4est/6401161,41.0,565.4,alto,FERNANDO CASTILLO VELASCO,2.1629950938800966,Lider,0.9437413907081876
1559,1638,San Bernardo,3.0,2.0,1.0,No,153.0,4253.31,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/yc-56677-el-avellanoyc-56677-las-petunias/6452451,28.0,598.2,alto,LOS LIBERTADORES,3919.78952123141,Express de Lider,397.62158889358886
1560,1639,La Florida,3.0,1.0,2.0,No,337.0,6316.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/fresia-7595-la-florida/6411165,19.0,541.5,alto,TRINIDAD,4.428975022875378,Unimarc,1.216796660645036
1561,1640,Lo Barnechea,4.0,5.0,2.443019943019943,No,672.0,21900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/lomas-de-la-cruz-sur-los-trapenses/5076338,33.0,276.8,bajo,LOS DOMINICOS,19.18722606594324,Express de Lider,12.229156722320129
1562,1641,Huechuraba,4.0,4.0,2.0,No,182.0,8500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/avenida-punta-nogales/6574121,47.0,536.5,alto,CARDENAL CARO,1.6737855748939727,Unimarc,1.5103734603240595
1563,1642,Quilicura,3.0,3.0,2.443019943019943,No,177.0,6800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/castellonvalle-lo-campino-sur/6411303,38.0,409.6,medio,LOS LIBERTADORES,5.449183381248498,Express de Lider,0.6356074683662621
1564,1643,Colina,6.0,6.0,2.443019943019943,No,5200.0,25900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/altos-de-la-reserva-chicureo/6295072,5.0,421.3,medio,LOS DOMINICOS,2588.039545902446,Unimarc,673.5928752935006
1565,1644,Las Condes,5.0,3.0,2.443019943019943,No,420.0,24000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/sor-ursula-suarez-199/6798470,57.0,465.6,medio,HERNANDO DE MAGALLANES,1.3200345156704236,Apoquindo,1.2478155343871544
1566,1645,Maipú,3.0,1.0,2.443019943019943,No,70.0,2741.02,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/poema-veinte-maipu/6394589,39.0,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
1567,1646,La Reina,5.0,4.0,5.0,No,327.0,12400.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/palmas-de-mallorca-la-reina/6582492,38.0,565.4,alto,FERNANDO CASTILLO VELASCO,2.1629950938800966,Lider,0.9437413907081876
1568,1647,Colina,4.0,3.0,4.0,No,700.0,11500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/colina-region-metropolitana/6350601,16.0,421.3,medio,LOS LIBERTADORES,7.989979597296424,Pedro Fontova,5.564190891445276
1569,1648,Las Condes,3.0,3.0,3.0,No,580.0,16000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/constancio-vigil-esteban-dell-orto/3503278,28.0,465.6,medio,LOS DOMINICOS,3.176737799882761,Jumbo La Reina ,2.202075987816931
1570,1649,San Bernardo,4.0,2.0,1.0,,80.0,2047.89,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/bahia-cook/5750516,26.0,598.2,alto,PLAZA DE PUENTE ALTO,9.04904759258379,Unimarc,1.041730178029293
1571,1650,Macul,3.0,2.0,2.443019943019943,No,420.0,6868.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/ramon-cruzlos-presidentes/4730411,16.0,501.9,medio,LAS TORRES,1.4612949816661576,Central Mayorista,1.9021406192389676
1572,1651,Lampa,3.0,1.0,2.0,No,68.0,2350.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/pasaje-parroco-carlos-fernandez-lampa/6803476,35.0,394.9,medio,LOS LIBERTADORES,1988.4000350466265,Colina,541.6147931694943
1573,1652,Maipú,5.0,3.0,2.443019943019943,No,290.0,9450.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/lago-luganojorge-guerra/6414706,33.0,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
1574,1653,Maipú,4.0,3.0,3.0,No,0.0,5582.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/jose-luis-infante-larrain-esquina-jorge-guerra/6400786,inf,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
1575,1654,Lo Barnechea,3.0,2.0,6.0,No,1600.0,19990.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/lo-barnechea-region-metropolitana/5386644,12.0,276.8,bajo,LOS DOMINICOS,6.335356718361208,Jumbo La Dehesa ,0.9884721028220032
1576,1655,Maipú,4.0,3.0,1.0,No,1400.0,13500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/jorge-andres-guerralautaro/5314309,10.0,370.9,medio,PLAZA DE MAIPU,0.1668376420240113,Lider,1.14396786841417
1577,1656,Ñuñoa,4.0,3.0,2.0,No,137.0,8191.56,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/los-agustinos-y-pucara/6589980,60.0,589.1,alto,CHILE-ESPAÑA,0.3176693256994786,Lider,0.1432822431729541
1578,1657,Cerro Navia,3.0,1.0,1.0,,162.0,4574.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerro-navia/casa/lanzarote/6354517,28.0,423.0,medio,PUDAHUEL,2.923937752905044,Catamarca,0.2595956403049571
1579,1658,San Bernardo,4.0,3.0,1.0,No,168.0,5100.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/condominio-el-roble-san-bernardo/6589118,30.0,598.2,alto,PLAZA DE PUENTE ALTO,102.8560148551206,Walker Martínez ,9.367100536242994
1580,1659,Colina,4.0,3.0,3.0,No,660.0,12950.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/chicureo-poniente/6328463,20.0,421.3,medio,LOS LIBERTADORES,11.673075075418923,Piedra Roja ,1.8480335015228408
1581,1660,Peñalolén,4.0,4.0,2.443019943019943,No,300.0,10500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/vinedos-del-consistorial-consistorial/6798391,35.0,415.5,medio,QUILIN,3.2007791147929288,Unimarc,0.9289581391968296
1582,1662,Santiago,3.0,3.0,2.0,,325.0,5702.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/rodolfo-jaramillo/6789055,18.0,1183.1,crítico,PLAZA DE MAIPU,8.337790721303241,Padre Hurtado ,2.8445319317674955
1583,1663,Paine,2.0,3.0,2.443019943019943,No,5000.0,5800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/paine/casa/peninsula-del-leon-laguna-aculeo/5427833,1.0,328.3,medio,PLAZA DE PUENTE ALTO,26.82212435234387,Unimarc,19.779700410502212
1584,1664,La Reina,5.0,4.0,7.0,No,600.0,24000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/loreley-echenique-la-reina/4900127,40.0,565.4,alto,FERNANDO CASTILLO VELASCO,2.1629950938800966,Lider,0.9437413907081876
1585,1665,La Florida,3.0,1.0,2.443019943019943,No,109.0,2555.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/vicuna-mackenna-p23/6571957,23.0,541.5,alto,PUDAHUEL,92.77797223722943,Unimarc,0.5927977801881933
1586,1666,Peñaflor,4.0,1.0,2.443019943019943,No,72.0,3119.09,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/villa-cipreces-ii/6284423,43.0,284.4,bajo,LOS DOMINICOS,10368.640618653786,Jumbo Chamisero,64.49704335126972
1587,1667,Pirque,6.0,2.0,1.0,No,250.0,3465.66,https://chilepropiedades.cl/ver-publicacion/venta-usada/pirque/casa/villorrio-los-alamos/6803354,14.0,212.0,bajo,PLAZA DE PUENTE ALTO,4.477770148649871,Superbodega Acuenta,4.773469886967038
1588,1668,Lo Barnechea,5.0,5.0,2.443019943019943,No,574.0,44000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/pie-andino-parque-nogales/6798329,77.0,276.8,bajo,LOS DOMINICOS,19.18722606594324,Express de Lider,12.229156722320129
1589,1669,Quinta Normal,5.0,1.0,2.443019943019943,No,350.0,6301.2,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/samuel-izquierdo/5178362,18.0,745.1,alto,BLANQUEADO,3.4838014998986857,Renca,1.411509190787172
1590,1670,Santiago,3.0,1.0,3.0,,162.0,2205.42,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/las-espuelas-997/6789010,14.0,1183.1,crítico,PLAZA DE MAIPU,16.447665707109195,Peñaflor ,0.554802978228339
1591,1671,Peñalolén,5.0,4.0,2.443019943019943,No,2000.0,18000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/las-pircasnatalia-larrain-vial/5696507,9.0,415.5,medio,QUILIN,4.448073067121244,Unimarc,1.992463876113396
1592,1672,Ñuñoa,6.0,3.0,2.443019943019943,No,533.0,19845.62,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/suarez-mujica-pedro-de-valdivia/5822644,37.0,589.1,alto,CHILE-ESPAÑA,0.3176693256994786,Lider,0.1432822431729541
