,id,Comuna,N_Habitaciones,N_Baños,N_Estacionamientos,Amoblado,Total_Superficie_M2,Valor_UF,Link,colUF/m2,Tasa cada 100Mil,Rango
1514,1592,Maipú,3.0,2.0,3.0,,169.0,3990.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/sagrado-corazon/6810388,24.0,370.9,medio
1515,1593,Las Condes,4.0,5.0,2.443019943019943,No,350.0,40000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/isidora-goyenechea/6402012,114.0,465.6,medio
1516,1594,Las Condes,3.0,2.0,2.443019943019943,No,250.0,12330.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/jumbo-bilbao-isabel-la-catolica/6259920,49.0,465.6,medio
1517,1595,Las Condes,3.0,2.0,2.443019943019943,No,150.0,11000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/los-militares/5886268,73.0,465.6,medio
1518,1596,Las Condes,4.0,2.0,2.443019943019943,No,145.0,7590.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/frente-al-mall-los-dominicos/6799154,52.0,465.6,medio
1519,1598,La Reina,6.0,4.0,3.0,No,294.0,12300.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/monsenor-edwards-con-echenique/6104188,42.0,565.4,alto
1520,1599,La Reina,3.0,2.0,2.0,No,178.0,7246.38,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/se-vende-casa-la-reina-178m2-3d2b-2esto-patio-antejardin/6400921,41.0,565.4,alto
1521,1600,La Florida,4.0,2.0,2.443019943019943,No,76.0,4725.9,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/trinidad-la-florida/6467777,62.0,541.5,alto
1522,1601,La Reina,3.0,2.0,2.0,No,89.0,7990.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/blest-gana-con-paula-jaraquemada/6811462,90.0,565.4,alto
1523,1602,Ñuñoa,5.0,3.0,1.0,No,405.0,17328.29,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/mrsimon-bolivarhamburgo/5074080,43.0,589.1,alto
1524,1603,Colina,4.0,4.0,2.0,No,600.0,10900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/colina-region-metropolitana/6412734,18.0,421.3,medio
1525,1604,Macul,3.0,3.0,2.443019943019943,No,600.0,20000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/macul/6805112,33.0,501.9,medio
1526,1605,Puente Alto,3.0,1.0,1.0,No,72.0,2047.89,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/el-silo/6799132,28.0,369.1,medio
1527,1606,Las Condes,3.0,3.0,3.0,No,450.0,26200.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/san-carlos-de-apoquindo-san-francisco-de-asis/6099958,58.0,465.6,medio
1528,1607,San Bernardo,5.0,1.0,1.0,No,352.0,5040.96,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/barros-aranajose-joaquin-perez/5715469,14.0,598.2,alto
1529,1608,La Reina,4.0,3.0,2.0,No,373.0,11700.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/la-reina-region-metropolitana/5958659,31.0,565.4,alto
1530,1609,Estación Central,8.0,5.0,2.443019943019943,No,572.0,12832.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/avenida-ecuadorblanco-garces/6398264,22.0,793.1,crítico
1531,1610,Lo Barnechea,6.0,5.0,2.443019943019943,No,1050.0,35800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/pan-de-azucar-cerro-la-campana/6261514,34.0,276.8,bajo
1532,1611,La Cisterna,2.0,2.0,2.0,No,88.0,3465.66,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/trinidad-ramirez-la-cisterna/6805034,39.0,794.1,crítico
1533,1612,Las Condes,3.0,1.0,2.443019943019943,No,320.0,8506.62,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/socompa-con-pozo-almonte-las-condes/6799117,27.0,465.6,medio
1534,1613,Macul,4.0,3.0,4.0,No,334.0,13642.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/jorge-gonzalez-bastias/6423757,41.0,501.9,medio
1535,1614,Las Condes,4.0,3.0,3.0,No,541.0,28000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/padre-hurtadoavda-las-condes/6255383,52.0,465.6,medio
1536,1615,La Reina,5.0,4.0,5.0,No,510.0,16700.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/echenique/6811272,33.0,565.4,alto
1537,1616,La Florida,3.0,1.0,2.443019943019943,No,1211.0,12287.33,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/maria-inessan-jose-de-la-estrella/4911437,10.0,541.5,alto
1538,1617,Lo Prado,3.0,1.0,2.0,,220.0,5040.96,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-prado/casa/turquia-91/6787577,23.0,585.2,alto
1539,1618,Las Condes,3.0,3.0,3.0,No,578.0,16500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/cuarto-centenario/6155063,29.0,465.6,medio
1540,1619,Maipú,3.0,2.0,1.0,No,130.0,2898.55,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/alce-maipu/6805013,22.0,370.9,medio
1541,1620,Cerro Navia,5.0,3.0,4.0,No,460.0,5986.14,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerro-navia/casa/la-hondonadala-africana/6493746,13.0,423.0,medio
1542,1621,Las Condes,5.0,3.0,2.0,No,500.0,21424.07,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/cuarto-centenario/6566117,43.0,465.6,medio
1543,1622,Lampa,3.0,2.630757613893783,2.443019943019943,No,5000.0,8500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/lampa-region-metropolitana/5221940,2.0,394.9,medio
1544,1623,Independencia,9.0,1.0,2.443019943019943,No,172.0,4410.84,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/adolfo-ibanez/6811243,26.0,561.4,alto
1545,1624,Colina,3.0,3.0,3.0,No,600.0,12500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/colina-region-metropolitana/6013130,21.0,421.3,medio
1546,1625,La Reina,5.0,2.0,1.0,No,160.0,10550.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/simon-gonzalez-la-reina/6467947,66.0,565.4,alto
1547,1626,Maipú,1.0,3.0,1.0,No,90.0,2709.51,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/maipu-region-metropolitana/6315319,30.0,370.9,medio
1548,1627,Maipú,3.0,1.0,2.0,No,80.0,2993.07,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/gutenberg-maipu/6804998,37.0,370.9,medio
1549,1628,El Bosque,2.0,1.0,2.443019943019943,No,100.0,1197.23,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/casa-de-1-piso-en-el-bosque/4082561,12.0,408.1,medio
1550,1629,Lo Barnechea,4.0,4.0,5.0,No,1638.0,28500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/rucalhue-el-arrayan-bajo/6083552,17.0,276.8,bajo
1551,1630,La Granja,4.0,1.0,2.443019943019943,No,130.0,4400.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-granja/casa/joaquin-edward-bellotrinidad/6014052,34.0,518.7,medio
1552,1631,La Florida,5.0,2.0,1.0,No,240.0,6692.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/la-florida-region-metropolitana/6493699,28.0,541.5,alto
1553,1632,Lo Barnechea,5.0,4.0,2.0,No,700.0,20800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/lo-barnechea-region-metropolitana/5819135,30.0,276.8,bajo
1554,1633,Padre Hurtado,3.0,2.0,1.0,No,189.0,2993.07,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/yc-56542-villa-el-copihueyc-56542-av-las-araucarias/6405233,16.0,318.8,medio
1555,1634,Puente Alto,3.0,1.0,2.443019943019943,No,60.0,1350.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/puente-alto-region-metropolitana/5514241,22.0,369.1,medio
1556,1635,Providencia,3.0,2.0,2.443019943019943,No,139.0,11000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-eliecer-parada-arturo-medina/6098625,79.0,1567.1,crítico
1557,1636,La Florida,2.0,2.0,3.0,No,100.0,6080.66,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/santa-amalia-con-santa-ines/6798509,61.0,541.5,alto
1558,1637,La Reina,3.0,2.0,3.0,No,1000.0,41394.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/casa-para-remodelar-120m21000m2-totales-la-reina-sur-3d1b4est/6401161,41.0,565.4,alto
1559,1638,San Bernardo,3.0,2.0,1.0,No,153.0,4253.31,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/yc-56677-el-avellanoyc-56677-las-petunias/6452451,28.0,598.2,alto
1560,1639,La Florida,3.0,1.0,2.0,No,337.0,6316.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/fresia-7595-la-florida/6411165,19.0,541.5,alto
1561,1640,Lo Barnechea,4.0,5.0,2.443019943019943,No,672.0,21900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/lomas-de-la-cruz-sur-los-trapenses/5076338,33.0,276.8,bajo
1562,1641,Huechuraba,4.0,4.0,2.0,No,182.0,8500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/avenida-punta-nogales/6574121,47.0,536.5,alto
1563,1642,Quilicura,3.0,3.0,2.443019943019943,No,177.0,6800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/castellonvalle-lo-campino-sur/6411303,38.0,409.6,medio
1564,1643,Colina,6.0,6.0,2.443019943019943,No,5200.0,25900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/altos-de-la-reserva-chicureo/6295072,5.0,421.3,medio
1565,1644,Las Condes,5.0,3.0,2.443019943019943,No,420.0,24000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/sor-ursula-suarez-199/6798470,57.0,465.6,medio
1566,1645,Maipú,3.0,1.0,2.443019943019943,No,70.0,2741.02,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/poema-veinte-maipu/6394589,39.0,370.9,medio
1567,1646,La Reina,5.0,4.0,5.0,No,327.0,12400.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/palmas-de-mallorca-la-reina/6582492,38.0,565.4,alto
1568,1647,Colina,4.0,3.0,4.0,No,700.0,11500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/colina-region-metropolitana/6350601,16.0,421.3,medio
1569,1648,Las Condes,3.0,3.0,3.0,No,580.0,16000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/constancio-vigil-esteban-dell-orto/3503278,28.0,465.6,medio
1570,1649,San Bernardo,4.0,2.0,1.0,,80.0,2047.89,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/bahia-cook/5750516,26.0,598.2,alto
1571,1650,Macul,3.0,2.0,2.443019943019943,No,420.0,6868.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/ramon-cruzlos-presidentes/4730411,16.0,501.9,medio
1572,1651,Lampa,3.0,1.0,2.0,No,68.0,2350.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/pasaje-parroco-carlos-fernandez-lampa/6803476,35.0,394.9,medio
1573,1652,Maipú,5.0,3.0,2.443019943019943,No,290.0,9450.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/lago-luganojorge-guerra/6414706,33.0,370.9,medio
1574,1653,Maipú,4.0,3.0,3.0,No,0.0,5582.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/jose-luis-infante-larrain-esquina-jorge-guerra/6400786,inf,370.9,medio
1575,1654,Lo Barnechea,3.0,2.0,6.0,No,1600.0,19990.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/lo-barnechea-region-metropolitana/5386644,12.0,276.8,bajo
1576,1655,Maipú,4.0,3.0,1.0,No,1400.0,13500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/jorge-andres-guerralautaro/5314309,10.0,370.9,medio
1577,1656,Ñuñoa,4.0,3.0,2.0,No,137.0,8191.56,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/los-agustinos-y-pucara/6589980,60.0,589.1,alto
1578,1657,Cerro Navia,3.0,1.0,1.0,,162.0,4574.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerro-navia/casa/lanzarote/6354517,28.0,423.0,medio
1579,1658,San Bernardo,4.0,3.0,1.0,No,168.0,5100.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/condominio-el-roble-san-bernardo/6589118,30.0,598.2,alto
1580,1659,Colina,4.0,3.0,3.0,No,660.0,12950.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/chicureo-poniente/6328463,20.0,421.3,medio
1581,1660,Peñalolén,4.0,4.0,2.443019943019943,No,300.0,10500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/vinedos-del-consistorial-consistorial/6798391,35.0,415.5,medio
1582,1662,Santiago,3.0,3.0,2.0,,325.0,5702.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/rodolfo-jaramillo/6789055,18.0,1183.1,crítico
1583,1663,Paine,2.0,3.0,2.443019943019943,No,5000.0,5800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/paine/casa/peninsula-del-leon-laguna-aculeo/5427833,1.0,328.3,medio
1584,1664,La Reina,5.0,4.0,7.0,No,600.0,24000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/loreley-echenique-la-reina/4900127,40.0,565.4,alto
1585,1665,La Florida,3.0,1.0,2.443019943019943,No,109.0,2555.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/vicuna-mackenna-p23/6571957,23.0,541.5,alto
1586,1666,Peñaflor,4.0,1.0,2.443019943019943,No,72.0,3119.09,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/villa-cipreces-ii/6284423,43.0,284.4,bajo
1587,1667,Pirque,6.0,2.0,1.0,No,250.0,3465.66,https://chilepropiedades.cl/ver-publicacion/venta-usada/pirque/casa/villorrio-los-alamos/6803354,14.0,212.0,bajo
1588,1668,Lo Barnechea,5.0,5.0,2.443019943019943,No,574.0,44000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/pie-andino-parque-nogales/6798329,77.0,276.8,bajo
1589,1669,Quinta Normal,5.0,1.0,2.443019943019943,No,350.0,6301.2,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/samuel-izquierdo/5178362,18.0,745.1,alto
1590,1670,Santiago,3.0,1.0,3.0,,162.0,2205.42,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/las-espuelas-997/6789010,14.0,1183.1,crítico
1591,1671,Peñalolén,5.0,4.0,2.443019943019943,No,2000.0,18000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/las-pircasnatalia-larrain-vial/5696507,9.0,415.5,medio
1592,1672,Ñuñoa,6.0,3.0,2.443019943019943,No,533.0,19845.62,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/suarez-mujica-pedro-de-valdivia/5822644,37.0,589.1,alto
1593,1673,Pudahuel,3.0,2.0,3.0,No,120.0,4200.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/san-pablo/6572564,35.0,471.9,medio
1594,1674,La Florida,3.0,1.0,2.443019943019943,No,170.0,4900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/las-carmelaswalker-martinez/6025585,29.0,541.5,alto
1595,1675,Puente Alto,3.0,3.0,2.0,No,164.0,4410.84,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/av-troncal-san-francisco/6803335,27.0,369.1,medio
1596,1676,Las Condes,3.0,3.0,2.0,No,368.0,12500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/doctora-eloisa-diazmanquehue/6798234,34.0,465.6,medio
1597,1677,Ñuñoa,5.0,4.0,2.443019943019943,No,400.0,16000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/rodolfo-lenzsimon-bolivar/6579887,40.0,589.1,alto
1598,1678,Maipú,3.0,3.0,1.0,No,235.0,3623.19,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/maipu-region-metropolitana/5221927,15.0,370.9,medio
1599,1679,Recoleta,7.0,3.0,1.0,No,212.0,11972.27,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-buenos-aires-amav-dominica-am/6014692,56.0,962.8,crítico
1600,1680,Las Condes,4.0,3.0,2.0,No,300.0,17500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condes-charles-hamilton/6086354,58.0,465.6,medio
1601,1681,Peñalolén,5.0,5.0,2.0,No,640.0,15500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/penalolen-region-metropolitana/5149017,24.0,415.5,medio
1602,1682,Maipú,5.0,3.0,3.0,No,270.0,8424.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/alcalde-luis-infante-larrain-jorge-andres-guerra/6599567,31.0,370.9,medio
1603,1683,La Reina,4.0,4.0,3.0,No,300.0,15900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/fernando-castillo-velasco-con-pepe-villa/6220666,53.0,565.4,alto
1604,1684,Puente Alto,4.0,2.0,2.0,No,80.0,2835.54,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/bahia-smug/6803309,35.0,369.1,medio
1605,1685,Buin,3.0,3.0,1.0,No,75.0,4731.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/buin/casa/los-ciruelos-buin/6798116,63.0,435.1,medio
1606,1686,La Cisterna,2.0,1.0,2.443019943019943,No,246.0,5671.08,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/santa-inestrinidad-ramirez/5887467,23.0,794.1,crítico
1607,1687,La Reina,4.0,2.0,2.443019943019943,No,690.0,16500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/reina-victoria/6261420,24.0,565.4,alto
1608,1688,La Reina,4.113060917523189,2.630757613893783,2.443019943019943,No,830.0,27900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/ppe-galesossandon/6343287,34.0,565.4,alto
1609,1689,Cerrillos,4.0,1.0,2.443019943019943,No,0.0,1984.88,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerrillos/casa/caletera-costanera-survilla-ilusion/6400575,inf,729.4,alto
1610,1691,Lo Barnechea,3.0,3.0,4.0,No,1017.0,21600.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/avenida-jose-alcalde-delano/6803276,21.0,276.8,bajo
1611,1692,La Reina,4.0,2.0,4.0,No,690.0,16500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/reina-victoriaramon-laval/3508197,24.0,565.4,alto
1612,1693,Independencia,9.0,2.0,2.443019943019943,No,217.0,5828.61,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/independencia-region-metropolitana/5148020,27.0,561.4,alto
1613,1694,La Reina,6.0,4.0,3.0,No,294.0,12300.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/monsenor-edwards-con-echenique/5751003,42.0,565.4,alto
1614,1695,Las Condes,3.0,2.0,2.0,No,200.0,12287.33,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/padre-hurtado-con-general-blanche/6557509,61.0,465.6,medio
1615,1696,Providencia,3.0,2.0,2.443019943019943,No,375.0,13232.51,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/providenciadiego-de-almagro/2637745,35.0,1567.1,crítico
1616,1697,Conchalí,2.0,1.0,2.443019943019943,No,120.0,4700.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/conchali/casa/catorce-de-la-fama/6358369,39.0,492.1,medio
1617,1698,Las Condes,6.0,5.0,4.0,No,1113.0,29980.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/quinchamali/6084432,27.0,465.6,medio
1618,1699,Lo Barnechea,4.0,4.0,3.0,No,890.0,26950.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-golf-de-manquehue/6803261,30.0,276.8,bajo
1619,1700,La Reina,4.0,1.0,1.0,No,135.0,4250.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/pasaje-cordillera-con-pasaje-dos/6798042,31.0,565.4,alto
1620,1701,Puente Alto,3.0,2.0,3.0,No,149.0,3938.25,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/hacienda-los-conquistadores/6561135,26.0,369.1,medio
1621,1702,La Reina,3.0,2.0,2.0,No,178.0,7246.38,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/se-vende-casa-la-reina-178m2-3d2b-2esto-patio-antejardin/6400987,41.0,565.4,alto
1622,1703,El Bosque,6.0,2.0,1.0,No,300.0,4725.9,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/gran-avenidaamerica/2526485,16.0,408.1,medio
1623,1704,Lo Barnechea,5.0,5.0,2.0,No,305.0,19900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/colegio-newland-condominio-parque-los-castanos/6139467,65.0,276.8,bajo
1624,1705,Puente Alto,3.0,2.0,3.0,No,98.0,4883.43,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/domingo-tocornal-puente-alto/5695318,50.0,369.1,medio
1625,1706,Colina,3.0,3.0,2.443019943019943,No,560.0,14500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/jose-rabat-10600/5756813,26.0,421.3,medio
1626,1707,Peñalolén,3.0,3.0,2.0,No,144.0,7980.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/las-perdices/6803211,55.0,415.5,medio
1627,1708,Puente Alto,3.0,3.0,1.0,No,110.0,4064.27,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/cardenal-fresno-puente-alto/6797949,37.0,369.1,medio
1628,1709,Puente Alto,3.0,2.0,4.0,No,197.0,6092.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/angel-pimentel/5550710,31.0,369.1,medio
1629,1710,Cerro Navia,4.0,1.0,2.0,No,270.0,4410.84,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerro-navia/casa/av-costanera-sur-agla-estrella/6584789,16.0,423.0,medio
1630,1711,Maipú,4.0,2.630757613893783,1.0,No,186.0,8500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/rentistas-propiedad-multifamily-alto-valor-comercial/6342395,46.0,370.9,medio
1631,1712,Buin,5.0,3.0,2.0,No,1700.0,13171.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/buin/casa/sector-linderos/6555440,8.0,435.1,medio
1632,1713,La Reina,4.0,3.0,4.0,No,188.0,18700.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/julia-berstein-la-reina/6402683,99.0,565.4,alto
1633,1714,Huechuraba,3.0,3.0,2.0,No,178.0,7750.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/inmejorable-ubicacion-visitala-ahora/6340081,44.0,536.5,alto
1634,1716,San Miguel,3.0,3.0,2.443019943019943,No,195.0,4725.9,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/casa-de-1-piso-en-villa-los-olivos/4052239,24.0,735.9,alto
1635,1717,Las Condes,3.0,3.0,2.0,No,204.0,16800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/exclusiva-y-moderna-casa-en-condominio/6678369,82.0,465.6,medio
1636,1718,Pedro Aguirre Cerda,4.0,1.0,2.443019943019943,No,121.0,4410.84,https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/pedro-aguirre-cerda-region-metropolitana/3072692,36.0,525.1,alto
1637,1719,La Florida,3.0,2.0,3.0,No,178.0,4725.9,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/la-florida-region-metropolitana/5803621,27.0,541.5,alto
1638,1720,Peñalolén,4.0,1.0,1.0,No,85.0,4686.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/antupiren-las-perdices/6179183,55.0,415.5,medio
1639,1721,La Reina,3.0,2.0,3.0,No,1000.0,41394.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/casa-para-remodelar-120m21000m2-totales-la-reina-sur-3d1b4est/6401185,41.0,565.4,alto
1640,1722,Lo Barnechea,3.0,3.0,1.0,No,737.0,25000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/gino-giradicolegio-mayflower/4977019,34.0,276.8,bajo
1641,1723,La Reina,4.0,3.0,2.0,No,860.0,19200.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/vicente-perez-rosales/6803162,22.0,565.4,alto
1642,1724,Lo Barnechea,4.0,3.0,1.0,No,5600.0,39600.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/pastor-fernandezel-remanso/3725203,7.0,276.8,bajo
1643,1725,La Florida,3.0,1.0,4.0,No,170.0,4900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/walker-martinez/6459156,29.0,541.5,alto
1644,1726,Peñaflor,4.0,2.0,2.443019943019943,No,912.0,17328.29,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/yc-56990-alcalde-luis-araya-cerecedayc-56990-21-de-mayo/6584782,19.0,284.4,bajo
1645,1727,Peñalolén,4.0,4.0,2.0,No,200.0,15000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/penalolen-region-metropolitana/5775748,75.0,415.5,medio
1646,1728,Ñuñoa,3.0,1.0,2.443019943019943,No,93.0,3087.59,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/casa-2-pisos-cercana-a-est-metro-nuble/6116194,33.0,589.1,alto
1647,1729,Ñuñoa,7.0,7.0,2.443019943019943,No,400.0,13000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/matta-oriente/6263379,32.0,589.1,alto
1648,1730,Conchalí,7.0,1.0,2.443019943019943,No,12.0,3780.72,https://chilepropiedades.cl/ver-publicacion/venta-usada/conchali/casa/av-cardenal-amav-independencia-am/6192065,315.0,492.1,medio
1649,1731,La Reina,6.0,7.0,4.0,Sí,705.0,27000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/julia-bernstein/6802843,38.0,565.4,alto
