,id,Comuna,N_Habitaciones,N_Baños,N_Estacionamientos,Amoblado,Total_Superficie_M2,Valor_UF,Link,colUF/m2,Tasa cada 100Mil,Rango
274,281,Renca,3.0,1.0,2.0,,123.0,2520.48,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/punta-de-angamos/6825033,20.0,479.8,medio
275,283,Santiago,4.0,1.0,1.0,,300.0,3213.61,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/chanarcillo-9067/5058701,11.0,1183.1,crítico
276,284,La Florida,4.0,1.0,2.443019943019943,No,260.0,3780.72,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/los-quillayessanta-raquel/4966489,15.0,541.5,alto
277,285,Santiago,3.0,3.0,2.443019943019943,No,204.0,16800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/santiago-region-metropolitana/6065310,82.0,1183.1,crítico
278,286,Puente Alto,3.0,3.0,2.443019943019943,No,180.0,5337.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/altos-del-raco-cordillera/5965354,30.0,369.1,medio
279,287,El Bosque,3.0,3.0,4.0,No,361.0,7333.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/paradero-34-y-medio-de-gran-avenida/5701773,20.0,408.1,medio
280,288,La Florida,5.0,6.0,2.0,,600.0,15122.87,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/alto-macul/6474890,25.0,541.5,alto
281,289,La Reina,4.0,4.0,2.443019943019943,No,565.0,20750.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/nueva-maria-monvel-carlos-silva-vildosola-sin-comision/6693781,37.0,565.4,alto
282,290,El Monte,3.0,3.0,1.0,No,480.0,6128.61,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-monte/casa/amm56797-cam-a-melipilla-el-monteamm-condominio-mediterraneo/6509682,13.0,312.7,medio
283,291,Quilicura,3.0,2.0,1.0,No,122.0,4253.31,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/los-husares/5211953,35.0,409.6,medio
284,292,Las Condes,4.0,4.0,2.443019943019943,No,470.0,24500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/bulnes-correacarlos-pena-otaegui/6618098,52.0,465.6,medio
285,293,Colina,3.0,3.0,6.0,No,576.0,17600.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/jose-rabat-8600/5598978,31.0,421.3,medio
286,294,La Reina,5.0,4.0,2.0,No,180.0,16000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/simon-gonzalez-la-reina/6608339,89.0,565.4,alto
287,295,Las Condes,3.0,3.0,3.0,No,205.0,9960.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/martin-alonso-de-pinzon/6581931,49.0,465.6,medio
288,296,Maipú,3.0,1.0,1.0,,120.0,2835.54,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/las-brisas-3688/6467158,24.0,370.9,medio
289,297,Peñaflor,3.0,3.0,4.0,No,5000.0,12100.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/balmacedaberlin/5445523,2.0,284.4,bajo
290,298,Puente Alto,5.0,3.0,2.443019943019943,No,142.0,5356.02,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/av-san-carlos-agav-concha-y-toro/6626000,38.0,369.1,medio
291,299,El Bosque,2.0,1.0,1.0,,62.0,1417.77,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/pasaje-volcan-tronador/5462112,23.0,408.1,medio
292,300,Talagante,4.0,5.0,2.443019943019943,No,5046.0,15000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/talagante/casa/parcela-en-calera-de-tango-condominio/5177408,3.0,399.3,medio
293,301,Peñalolén,3.0,3.0,2.0,No,125.0,7403.91,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/penalolen-region-metropolitana/4788551,59.0,415.5,medio
294,302,San Bernardo,3.0,1.0,2.443019943019943,No,0.0,1732.83,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo-region-metropolitana/6604311,inf,598.2,alto
295,303,La Florida,4.0,3.0,2.443019943019943,No,387.0,10500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/camino-las-cumbres/3417405,27.0,541.5,alto
296,304,Macul,3.0,2.0,1.0,,131.0,4398.24,https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/exequiel-fernandez/6457438,34.0,501.9,medio
297,306,Colina,4.0,4.0,2.0,No,2500.0,5671.08,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/reina-sur-colina/6514336,2.0,421.3,medio
298,307,Lo Barnechea,5.0,4.0,4.0,,1102.0,27500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/cerro-la-paloma-11000/6661689,25.0,276.8,bajo
299,308,Colina,5.0,4.0,1.0,No,5230.0,25000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/condominio-polo-mahuida-country-club/3676082,5.0,421.3,medio
300,309,Las Condes,3.0,3.0,3.0,No,270.0,18557.03,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/evaristo-lillo-390/6707786,69.0,465.6,medio
301,310,La Cisterna,5.0,3.0,6.0,No,390.0,7844.99,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/la-cisterna-region-metropolitana/6604888,20.0,794.1,crítico
302,312,Puente Alto,4.0,2.0,2.0,,114.0,2804.03,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/estacion-curacautin/5890400,25.0,369.1,medio
303,313,Santiago,2.0,1.0,3.0,,75.0,2000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/pasaje-sagitario/6824857,27.0,1183.1,crítico
304,314,Quilicura,3.0,2.630757613893783,2.443019943019943,No,0.0,5040.96,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/las-torres/6731516,inf,409.6,medio
305,315,Puente Alto,3.0,2.0,1.0,,81.0,2047.89,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/salitrera-bellavista/5400145,25.0,369.1,medio
306,316,Maipú,4.0,2.0,2.443019943019943,No,136.0,4348.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/maipu/6024612,32.0,370.9,medio
307,317,Puente Alto,3.0,3.0,2.0,,180.0,4990.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/condominio-jardines-de-las-vizcachas/6359377,28.0,369.1,medio
308,318,Buin,5.0,2.0,2.0,No,450.0,13265.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/buin/casa/buin-region-metropolitana/5115641,29.0,435.1,medio
309,319,Quilicura,4.0,2.0,2.0,No,156.0,6000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/valle-lo-campino/6182274,38.0,409.6,medio
310,320,Santiago,4.0,2.0,2.0,No,190.0,9250.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/la-reina/6332316,49.0,1183.1,crítico
311,321,Puente Alto,4.0,1.0,2.0,No,84.0,2384.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/2522-miguel-covarrubias-puente-alto-region-metropolitana/6615017,28.0,369.1,medio
312,322,Lampa,3.0,3.0,2.0,,254.0,4500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/los-tulipanes-6000/6144160,18.0,394.9,medio
313,323,Maipú,3.0,2.0,3.0,No,170.0,4300.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/pajaritos-10-maipu/6632126,25.0,370.9,medio
314,324,Santiago,6.0,4.0,3.0,,580.0,34000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/soria-las-condes/6682584,59.0,1183.1,crítico
315,325,Ñuñoa,4.0,4.0,3.0,No,375.0,12602.39,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/marchant-pereira/5614315,34.0,589.1,alto
316,326,Las Condes,3.0,3.0,2.0,No,128.0,16800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condes-region-metropolitana/6453979,131.0,465.6,medio
317,327,Puente Alto,5.0,2.0,1.0,,105.0,2678.01,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/maullin/6776151,26.0,369.1,medio
318,328,La Reina,3.0,1.0,3.0,,281.0,15122.87,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/av-ossa-981/6004808,54.0,565.4,alto
319,329,Lo Barnechea,5.0,4.0,6.0,No,850.0,26000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/colegio-newland-santa-blanca/6719095,31.0,276.8,bajo
320,331,Puente Alto,3.0,1.0,1.0,,100.0,2142.41,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/tocornal-grez/6775181,21.0,369.1,medio
321,332,Ñuñoa,2.0,2.0,1.0,No,55.0,5356.02,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/casa-3-pisos-cercana-a-est-metro-s-bolivar/6722295,97.0,589.1,alto
322,333,Lampa,3.0,2.0,2.0,No,112.0,2520.48,https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/lampa-region-metropolitana/5952940,23.0,394.9,medio
323,334,Peñalolén,6.0,4.0,4.0,No,500.0,15500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/avenida-los-presidentes/6700709,31.0,415.5,medio
324,335,Ñuñoa,3.0,2.0,2.0,No,180.0,8790.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/los-aliaga-metro-los-orientales/6616214,49.0,589.1,alto
325,336,Maipú,4.0,3.0,7.0,,1400.0,13500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/michimalongo-1691/6457464,10.0,370.9,medio
326,337,Ñuñoa,4.0,3.0,2.0,No,132.0,7876.5,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/pucara-rosita-renard/6717594,60.0,589.1,alto
327,338,Independencia,4.0,2.0,1.0,No,71.0,3339.63,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/pedro-banner-con-venecia/6433986,47.0,561.4,alto
328,340,Ñuñoa,3.0,2.0,4.0,No,400.0,12499.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/granada-20000/6720349,31.0,589.1,alto
329,341,Cerrillos,5.0,3.0,2.443019943019943,No,184.0,6250.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerrillos/casa/cerrillos-region-metropolitana/6061089,34.0,729.4,alto
330,342,La Reina,4.0,4.0,2.0,No,300.0,16000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/casa-recien-remodelada-simon-gonzalez-vicente-perez-rosales/5736052,53.0,565.4,alto
331,343,Renca,3.0,1.0,1.0,No,100.0,1827.35,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/yc-56776-los-alacalufesyc-56776-los-yaganes/6509674,18.0,479.8,medio
332,344,Puente Alto,4.0,2.0,2.0,,139.0,3938.25,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/las-mercedes/6457047,28.0,369.1,medio
333,345,Maipú,5.0,3.0,2.0,,200.0,4568.37,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/camino-a-melipilla/6824390,23.0,370.9,medio
334,346,Santiago,8.0,2.0,2.443019943019943,No,472.0,9451.8,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/av-matta-parque-ohiggins/6514704,20.0,1183.1,crítico
335,347,Puente Alto,2.0,1.0,1.0,,128.0,3050.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/avda-gabriela-poniente-con-creta-norte-puente-alto-chile/2577059,24.0,369.1,medio
336,348,La Reina,3.0,3.0,1.0,No,212.0,9451.8,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/cerca-del-metro-country-club-av-tobalabaav-ossa-av-bilbao-local-comercial/6834457,45.0,565.4,alto
337,349,La Cisterna,3.0,1.0,3.0,No,480.0,9445.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/paradero-27-gran-avenida-carlos-condell/6700582,20.0,794.1,crítico
338,350,La Florida,4.0,2.0,2.443019943019943,No,819.0,9451.8,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/casa-de-un-piso-a-pasos-de-estacion-metro-trinidad-la-florida/3109583,12.0,541.5,alto
339,351,Ñuñoa,4.0,3.0,3.0,No,131.0,8191.56,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/emilia-tellez-con-rosita-renard/6506227,63.0,589.1,alto
340,352,La Reina,4.0,1.0,1.0,,1125.9585436648158,4410.84,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/cordillera/6128942,4.0,565.4,alto
341,353,Puente Alto,3.0,2.0,1.0,No,1125.9585436648158,3022.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/hacienda-02444/6712934,3.0,369.1,medio
342,354,Las Condes,6.0,4.0,2.443019943019943,No,480.0,24200.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/san-ramon-san-carlos-de-apoquindo/5580645,50.0,465.6,medio
343,355,La Florida,5.0,3.0,6.0,,269.0,8328.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/tte-de-marina-rolando-froden/3154705,31.0,541.5,alto
344,356,Ñuñoa,2.0,2.630757613893783,1.0,No,55.0,4725.9,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/casa-3-pisos-en-excelente-ubicacion/6722305,86.0,589.1,alto
345,357,Maipú,4.0,2.0,1.0,No,134.0,2990.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/carlos-becerra/5891319,22.0,370.9,medio
346,358,Maipú,3.0,2.0,1.0,No,94.0,2772.53,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/rene-olivares-becerracuatro-poniente/5636677,29.0,370.9,medio
347,359,El Bosque,4.0,1.0,2.443019943019943,No,114.0,1732.83,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/continental-con-pasaje-once/6027751,15.0,408.1,medio
348,360,La Granja,5.0,2.0,4.0,,212.0,2678.01,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-granja/casa/metro-la-granja/5389917,13.0,518.7,medio
349,361,Providencia,6.0,3.0,2.443019943019943,No,248.0,15000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/pocuroamapolas/4958510,60.0,1567.1,crítico
350,362,Vitacura,5.0,5.0,2.0,No,293.0,16000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/samoa/5331266,55.0,593.7,alto
351,363,Pudahuel,3.0,1.0,1.0,,110.0,4410.84,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/condominio-lomas-de-manutara-pudahuel/6018836,40.0,471.9,medio
352,364,Pudahuel,4.0,2.0,2.443019943019943,No,84.0,2800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/pto-antofagastaav-laguna-sur/6834313,33.0,471.9,medio
353,365,Maipú,6.0,2.0,1.0,No,145.0,3931.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/maipu-region-metropolitana/4929761,27.0,370.9,medio
354,366,Vitacura,5.0,4.0,2.443019943019943,No,280.0,15900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/colegio-alemangeronimo-de-alderete/3556511,57.0,593.7,alto
355,368,Vitacura,5.0,5.0,5.0,,508.0,24000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/joaquin-cerda/5363152,47.0,593.7,alto
356,369,Las Condes,3.0,2.0,5.0,No,500.0,14807.81,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/iv-centenario-con-monroe/3020458,30.0,465.6,medio
357,370,Paine,4.0,4.0,2.443019943019943,No,2000.0,5000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/paine/casa/carretera-acceso-surel-romeral/3429503,2.0,328.3,medio
358,371,La Florida,6.0,2.0,2.0,,1125.9585436648158,3371.14,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/villa-los-peumos/6651223,3.0,541.5,alto
359,372,El Bosque,3.0,2.0,1.0,No,162.0,2362.95,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/la-canterala-pampas/6834307,15.0,408.1,medio
360,373,La Florida,4.0,6.0,2.443019943019943,No,1780.0,18700.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/las-araucarias/6701000,11.0,541.5,alto
361,374,Peñalolén,5.0,3.0,3.0,No,445.0,11900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/avenida-quilin/6701125,27.0,415.5,medio
362,375,La Florida,4.0,2.0,1.0,No,161.0,6780.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/jardin-altorojas-magallanes/6724093,42.0,541.5,alto
363,376,San Bernardo,3.0,3.0,2.0,,200.0,5500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/las-pircas/4966205,28.0,598.2,alto
364,377,Pudahuel,2.0,1.0,2.0,,100.0,2205.42,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/mira/6399419,22.0,471.9,medio
365,378,Ñuñoa,4.0,2.0,3.0,No,452.0,21300.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/cercano-a-principe-de-gales/6351660,47.0,589.1,alto
366,379,Maipú,4.0,1.0,1.0,,140.0,2832.39,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/andres-amenabar-vergara/6789480,20.0,370.9,medio
367,380,Pudahuel,4.0,2.0,2.0,No,333.0,8900.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/valle-apacible-1/6834201,27.0,471.9,medio
368,381,Isla de Maipo,3.0,3.0,3.0,No,5000.0,12950.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/isla-de-maipo/casa/carampangueisla-de-maipo/6528195,3.0,232.8,bajo
369,382,Independencia,3.0,2.0,2.443019943019943,No,101.0,2678.01,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/picartelastra/4942750,27.0,561.4,alto
370,383,Quilicura,3.0,1.0,2.443019943019943,No,80.0,3623.19,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/av-lo-marcoleta-agafrica/6729778,45.0,409.6,medio
371,384,Paine,4.0,1.0,1.0,,100.0,3623.19,https://chilepropiedades.cl/ver-publicacion/venta-usada/paine/casa/san-vicente-168/5992878,36.0,328.3,medio
372,385,Maipú,4.0,3.0,1.0,No,13200.0,4662.89,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/pasaje-relmu-norte/6397192,0.0,370.9,medio
373,386,Recoleta,5.0,3.0,5.0,No,558.0,12300.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-recoletaav-einstein/6045378,22.0,962.8,crítico
374,387,El Bosque,5.0,1.0,2.0,,330.0,3465.66,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/juan-solar-parra-1169/6787370,11.0,408.1,medio
375,388,Pedro Aguirre Cerda,2.0,1.0,4.0,No,50.0,5103.97,https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/salesianos-autopista-central/6834179,102.0,525.1,alto
376,389,Lo Barnechea,7.0,7.0,6.0,No,3500.0,37000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-arrayan-lo-barnechea/5624618,11.0,276.8,bajo
377,390,Las Condes,3.0,3.0,2.0,No,201.0,16800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condes-region-metropolitana/6557739,84.0,465.6,medio
378,391,Las Condes,4.0,4.0,6.0,No,660.0,29000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/nevera/6191776,44.0,465.6,medio
379,392,Ñuñoa,4.0,3.0,2.0,,132.0,8821.68,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/rosita-renard-pucara/5862222,67.0,589.1,alto
380,393,Estación Central,5.0,1.0,1.0,,240.0,6301.2,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/avenida-las-rejas-sur/6626542,26.0,793.1,crítico
381,394,Las Condes,3.0,2.0,1.0,No,200.0,8500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/torres-del-paine-7200/6279606,42.0,465.6,medio
382,395,Lampa,2.0,1.0,2.0,No,90.0,1417.77,https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/lampa-region-metropolitana/6403421,16.0,394.9,medio
383,396,Buin,3.0,3.0,2.0,No,260.0,7350.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/buin/casa/valle-araucarias/6089925,28.0,435.1,medio
384,397,Las Condes,3.0,3.0,2.0,No,200.0,16800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condes-region-metropolitana/6511735,84.0,465.6,medio
385,398,Colina,5.0,3.0,2.443019943019943,No,5000.0,14950.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/oportunidadcolegio-pucalan/6711435,3.0,421.3,medio
386,399,Puente Alto,6.0,3.0,2.443019943019943,No,322.0,2993.07,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/carlos-aguirre-luco/6356478,9.0,369.1,medio
387,400,Huechuraba,3.0,3.0,2.0,No,250.0,7490.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/linda-casa-inmejorable-ubicacion/6429157,30.0,536.5,alto
388,401,San Bernardo,3.0,3.0,2.443019943019943,No,463.0,8116.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/avenida-americacostanera-manuel-magalanes-moure/6729096,18.0,598.2,alto
389,402,Conchalí,4.0,1.0,2.0,,160.0,4410.84,https://chilepropiedades.cl/ver-publicacion/venta-usada/conchali/casa/av-independencia-5639/6112461,28.0,492.1,medio
390,403,Renca,1.0,1.0,2.443019943019943,No,160.0,2772.53,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/educadora-aurora-valdes-am-rencajose-manuel-balmaceda-am/6265980,17.0,479.8,medio
391,404,Puente Alto,3.0,2.0,1.0,,135.0,4100.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/san-martin/6182182,30.0,369.1,medio
392,405,Vitacura,4.0,4.0,2.443019943019943,No,293.0,15250.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/alianza-francesajardin-del-este/6616419,52.0,593.7,alto
393,406,Las Condes,3.0,3.0,2.0,No,0.0,16800.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condes-region-metropolitana/6489958,inf,465.6,medio
394,407,El Bosque,4.0,2.0,2.0,No,288.0,5500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/casa-el-bosque-4d2b2e/6350164,19.0,408.1,medio
395,408,Maipú,5.0,2.0,5.0,,700.0,11507.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/manuel-rodriguez/5964993,16.0,370.9,medio
396,409,Quilicura,3.0,1.0,2.443019943019943,No,75.0,1953.37,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/ramon-rosales/6496874,26.0,409.6,medio
397,410,Puente Alto,2.0,1.0,2.0,No,110.0,2600.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/avenida-las-nieves-con-avenida-mexico/5965444,24.0,369.1,medio
398,411,Puente Alto,4.0,3.0,2.0,,129.0,4410.84,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/independencia/6302658,34.0,369.1,medio
399,412,Maipú,5.0,3.0,1.0,No,110.0,5040.96,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/santa-belinda-maipu/6833795,46.0,370.9,medio
400,413,Puente Alto,2.0,1.0,1.0,No,84.0,2362.95,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/puente-alto-region-metropolitana/6710570,28.0,369.1,medio
401,414,Las Condes,5.0,2.0,3.0,No,320.0,10950.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condes-region-metropolitana/5037346,34.0,465.6,medio
402,416,Maipú,3.0,1.0,2.443019943019943,,1125.9585436648158,2362.95,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/las-norias-2646/6410752,2.0,370.9,medio
403,417,Ñuñoa,4.0,2.0,2.443019943019943,No,144.0,9294.27,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/coventryirarrazaval/2850318,65.0,589.1,alto
404,418,Colina,5.0,5.0,2.443019943019943,No,5000.0,42000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/av-el-valle/5326917,8.0,421.3,medio
405,419,Puente Alto,3.0,2.0,1.0,,102.0,4253.31,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/agua-viva-norte/6355368,42.0,369.1,medio
406,420,Pudahuel,2.0,1.0,1.0,No,69.0,1890.36,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/llanquihue-pudahuel/6833589,27.0,471.9,medio
407,421,Peñalolén,5.0,3.0,3.0,No,474.0,11550.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/penalolen-region-metropolitana/4720439,24.0,415.5,medio
408,422,Las Condes,3.0,3.0,2.0,No,263.0,18400.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condes-region-metropolitana/6501379,70.0,465.6,medio
409,423,Ñuñoa,4.0,2.630757613893783,2.443019943019943,No,335.0,16500.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/el-bosque-diego-de-almagro/5433120,49.0,589.1,alto
410,424,La Pintana,4.0,1.0,1.0,,1125.9585436648158,2158.16,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-pintana/casa/san-martin-2284/6399894,2.0,421.2,medio
411,425,Las Condes,5.0,3.0,3.0,No,570.0,16000.0,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/constancio-vigil-con-esteban-dellorto/3020452,28.0,465.6,medio
412,426,Pedro Aguirre Cerda,3.0,1.0,2.443019943019943,No,200.0,4253.31,https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/av-julietaav-departamental-am57112av-lazo-am/6626015,21.0,525.1,alto
413,427,La Florida,3.0,2.0,1.0,No,330.0,4568.37,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/la-florida-region-metropolitana/5471130,14.0,541.5,alto
414,428,Cerro Navia,4.0,2.0,1.0,No,70.0,2583.49,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerro-navia/casa/mar-de-chileavenida-serrano/6423076,37.0,423.0,medio
415,429,Maipú,3.0,3.0,3.0,No,140.0,4095.78,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/costanera-sur-z-aguada/6700805,29.0,370.9,medio
