,Codigo_Aviso,Comuna,Link,Tipo_Vivienda,N_Habitaciones,N_Baños,N_Estacionamientos,Amoblado,Total_Superficie_M2,Superficie_Construida_M2,anoConstruccion,Valor_UF,Valor_CLP,Dirección,tipoPublicacion,Quién_Vende,Corredor,fechaPublicacion
181,6060921,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condes-region-metropolitana/6060921,Casa,3.0,3.0,2.0,No,204.0,126.0,,16800.0,533232000.0,"Las Condes, Las Condes, Región Metropolitana",Venta Usada,                      Agente Propiedades                  ,Agente Propiedades,31/03/2022
182,6506152,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-nos-los-morrossan-jose/6506152,Casa,3.0,2.0,2.0,No,87.0,59.0,,3827.0,121468980.0,"San Bernardo, Camino nos los morros/san jose",Venta Usada,                      Grupo Premium Propiedades Santiago                  ,Grupo Premium Propiedades Santiago,02/04/2022
183,6558925,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/sinai/6558925,Casa,4.0,2.0,2.0,,173.0,153.0,1985.0,6400.0,203136000.0,"La Florida, Sinaí",Venta Usada,                      Carolina Huanel                  ,,24/02/2022
184,5939442,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/caletera-san-martinayres-de-chicureo/5939442,Casa,4.0,4.0,,No,573.0,137.0,,7990.0,253602600.0,"Colina, Caletera San Martín/Ayres de Chicureo",Venta Usada,                      Toro Guzmán Propiedades                  ,Toro Guzmán Propiedades,01/04/2022
185,6433887,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/huara-huara-con-latadia/6433887,Casa,5.0,3.0,3.0,No,250.0,180.0,,14700.0,466578000.0,"Las Condes, Huara huara con Latadia",Venta Usada,                      Integral Queen                  ,Unne,03/04/2022
186,6813236,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/condominio-cumbres-de-nos/6813236,Casa,4.0,3.0,1.0,,150.0,99.0,,4371.0,138735540.0,"San Bernardo, Condominio Cumbres de Nos",Venta Usada,                      Myrta                  ,,31/03/2022
187,4933138,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/santa-raqueltrinidad-las-gardenias/4933138,Casa,3.0,2.0,,No,405.0,214.0,,7000.0,222180000.0,"La Florida, Santa raquel/trinidad/ las gardenias",Venta Usada,                      Jaime Moris Propiedades (Providencia)                  ,Jaime Moris Propiedades (Providencia),02/04/2022
188,6601436,Calera de Tango,https://chilepropiedades.cl/ver-publicacion/venta-usada/calera-de-tango/casa/rio-bueno/6601436,Casa,4.0,2.0,1.0,No,230.0,68.72,,4725.9,150000000.0,"Calera de Tango, Rio bueno",Venta Usada,                      Pomar Propiedades                  ,Unne,31/03/2022
189,6603798,Curacaví,https://chilepropiedades.cl/ver-publicacion/venta-usada/curacavi/casa/curacavi-region-metropolitana/6603798,Casa,3.0,3.0,10.0,No,7700.0,390.0,,11000.0,349140000.0,"Curacaví, Curacaví, Región Metropolitana",Venta Usada,                      La Cumbre Propiedades                  ,La Cumbre Propiedades,31/03/2022
190,6726763,Vitacura,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/entre-la-llaveria-y-lo-matta/6726763,Casa,4.0,4.0,3.0,No,300.0,140.0,,14800.0,469752000.0,"Vitacura, Entre La Llavería y Lo Matta",Venta Usada,                      Tamara Berenguer                  ,Sucursal El Bosque Sur,02/04/2022
191,6028952,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/avenida-san-carlos/6028952,Casa,4.0,2.0,2.0,,125.0,148.0,1995.0,4410.84,140000000.0,"Puente Alto, Avenida San Carlos",Venta Usada,                      ARSEN INVERSIONES SpA                  ,Arsen Propiedades,23/02/2022
192,4899344,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/general-gana-carmen-santiago/4899344,Casa,3.0,2.0,,No,340.0,200.0,,6460.0,205040400.0,"Santiago, General Gana, Carmen Santiago",Venta Usada,                      Schumacher Propiedades                  ,Schumacher Propiedades,01/04/2022
193,6426537,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/toconao-alejandro-fleming-amiv-centenario-am/6426537,Casa,8.0,4.0,,No,265.0,200.0,,15490.0,491652600.0,"Las Condes, Toconao - alejandro fleming (am)/iv centenario (am)",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,03/04/2022
194,5635327,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/piloto-pardo/5635327,Casa,3.0,1.0,1.0,,150.0,90.0,1988.0,2741.02,87000000.0,"Puente Alto, Piloto Pardo",Venta Usada,                      ana maria martinez donoso                  ,Carolina Martinez Propiedades,31/03/2022
195,5382474,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/metro-bella-vista-la-floridavicuna-mackenna/5382474,Casa,4.0,2.0,1.0,No,190.0,100.0,,7390.0,234558600.0,"La Florida, Metro Bella Vista La Florida/Vicuña Mackenna",Venta Usada,                      Luz Godoy Propiedades                  ,Luz Godoy Propiedades,02/04/2022
196,5819366,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/colina-region-metropolitana/5819366,Casa,3.0,4.0,4.0,No,1800.0,293.0,,22500.0,714150000.0,"Colina, Colina, Región Metropolitana",Venta Usada,                      Adriana Villalobos                  ,A4 Propiedades,31/03/2022
197,6038886,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/padre-hurtado-sur/6038886,Casa,3.0,1.0,,No,290.0,58.0,,9136.74,290000000.0,"Las Condes, Padre Hurtado sur",Venta Usada,                      Monopoli Inversiones                  ,Unne,31/03/2022
198,6720286,Cerrillos,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerrillos/casa/12-de-febrero-6157-cerrillos/6720286,Casa,3.0,1.0,4.0,No,100.0,100.0,,4410.84,140000000.0,"Cerrillos, 12 de febrero 6157 cerrillos.",Venta Usada,                      Baquedano Consultores                  ,Unne,02/04/2022
199,6215542,Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/gral-saavedra/6215542,Casa,4.0,2.0,,,225.0,197.0,1937.0,4032.77,128000000.0,"Independencia, Gral. Saavedra",Venta Usada,                      SONIA ROMAN                  ,RoMan Propiedades,17/02/2022
200,5644628,Cerro Navia,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerro-navia/casa/la-hondonada-agla-estrella/5644628,Casa,3.0,1.0,2.0,No,90.0,110.0,,2678.01,85000000.0,"Cerro Navia, La hondonada (ag)/la estrella",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,01/04/2022
201,6275409,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/luxemburgoalmirante-miguel-aguirre/6275409,Casa,4.0,2.0,1.0,No,156.0,170.0,,12000.0,380880000.0,"Las Condes, Luxemburgo/Almirante Miguel Aguirre",Venta Usada,                      Francisco Vial Propiedades                  ,Francisco Vial Propiedades,03/04/2022
202,3776733,Til til,https://chilepropiedades.cl/ver-publicacion/venta-usada/til-til/casa/tiltil-region-metropolitana/3776733,Casa,7.0,3.0,8.0,No,1000.0,250.0,,4379.33,139000000.0,"Til til, Tiltil, Región Metropolitana",Venta Usada,                      Jorge Rodriguez L.M.                  ,Difusion Propiedades,31/03/2022
203,5827842,La Reina,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/blest-gana/5827842,Casa,4.0,2.0,3.0,No,284.9,116.2,,9420.29,299000000.0,"La Reina, Blest gana",Venta Usada,                      Coopman Propiedades                  ,Unne,02/04/2022
204,6710624,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/puente-alto-region-metropolitana/6710624,Casa,3.0,3.0,1.0,No,120.0,69.0,,3472.0,110201280.0,"Puente Alto, Puente Alto, Región Metropolitana",Venta Usada,                      Cynthia Mitry                  ,INDEHID Administracion y Gestion Inmobiliaria,31/03/2022
205,6603859,Calera de Tango,https://chilepropiedades.cl/ver-publicacion/venta-usada/calera-de-tango/casa/calera-de-tango-region-metropolitana/6603859,Casa,4.0,2.0,4.0,No,1000.0,151.0,,9690.0,307560600.0,"Calera de Tango, Calera de Tango, Región Metropolitana",Venta Usada,                      La Cumbre Propiedades                  ,La Cumbre Propiedades,31/03/2022
206,6351678,Talagante,https://chilepropiedades.cl/ver-publicacion/venta-usada/talagante/casa/talagante/6351678,Casa,4.0,3.0,5.0,No,5800.0,590.0,,19500.0,618930000.0,"Talagante, Talagante",Venta Usada,                      Residencial TSI Property                  ,Tsi Property,02/04/2022
207,6472606,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/las-hortensias/6472606,Casa,3.0,1.0,2.0,,100.0,60.0,,3938.25,125000000.0,"La Florida, Las Hortensias",Venta Usada,                      Inmobiliaria Barrio Nuevo SpA                  ,Inmobiliaria Barrio Nuevo SpA,16/02/2022
208,6519938,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/republica/6519938,Casa,2.0,1.0,,,75.0,75.0,,2678.01,85000000.0,"Santiago, República",Venta Usada,                      Inmobiliaria Barrio Nuevo SpA                  ,Inmobiliaria Barrio Nuevo SpA,01/04/2022
209,6382632,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/tierras-lindas/6382632,Casa,6.0,4.0,5.0,No,695.0,169.0,2022.0,12000.0,380880000.0,"Colina, Tierras Lindas",Venta Usada,                      Houm                  ,Houm,03/04/2022
210,6413962,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/condominio-peumayen/6413962,Casa,3.0,3.0,4.0,No,424.0,124.0,,10500.0,333270000.0,"Colina, Condominio peumayen",Venta Usada,                      Capó Gestión Inmobiliaria                  ,Capó Gestión Inmobiliaria,31/03/2022
211,6088760,San Joaquín,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/pintor-durero-san-joaquin/6088760,Casa,4.0,1.0,1.0,No,135.0,135.0,,2457.47,78000000.0,"San Joaquín, Pintor Durero, San Joaquín",Venta Usada,                      Kallpa Propiedades                  ,Agente365 chile,02/04/2022
212,6701030,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/walker-martinez/6701030,Casa,3.0,1.0,4.0,No,170.0,82.0,2022.0,4900.0,155526000.0,"La Florida, Walker Martinez",Venta Usada,                      Houm                  ,Houm,31/03/2022
213,6500983,Vitacura,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/las-hualtatasgeronimo-de-alderete/6500983,Casa,3.0,2.0,,No,298.0,88.0,,15122.87,480000000.0,"Vitacura, Las hualtatas/gerónimo de alderete",Venta Usada,                      Aulén 2                  ,Unne,31/03/2022
214,6615188,Buin,https://chilepropiedades.cl/ver-publicacion/venta-usada/buin/casa/victor-troncoso-munoz/6615188,Casa,3.0,3.0,2.0,No,97.0,97.0,2022.0,5100.0,161874000.0,"Buin, Victor Troncoso Muñoz",Venta Usada,                      Houm                  ,Houm,02/04/2022
215,6188570,Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/bogota/6188570,Casa,3.0,1.0,1.0,,69.0,60.0,2000.0,2678.01,85000000.0,"Quilicura, Bogotá",Venta Usada,                      Catherine Rodriguez                  ,,16/02/2022
216,6615140,Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/federico-errazuriz/6615140,Casa,5.0,1.0,1.0,No,100.0,125.0,,3150.6,100000000.0,"Pudahuel, federico errazuriz",Venta Usada,                      Casoni Propiedades                  ,Unne,01/04/2022
217,6277615,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/republica-de-hondurascerro-catedral-sur/6277615,Casa,3.0,3.0,1.0,No,714.0,169.0,,22390.0,710658600.0,"Las Condes, Republica de honduras/cerro catedral sur",Venta Usada,                      Pro Partners Propiedades                  ,Pro Partners Propiedades,03/04/2022
218,6733893,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/esmeralda/6733893,Casa,2.0,2.0,1.0,,67.0,59.0,2001.0,1732.83,55000000.0,"Colina, Esmeralda",Venta Usada,                      Patricio Gajardo                  ,Patricio Gajardo propiedades,30/03/2022
219,6347291,Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/teresa-de-avila/6347291,Casa,6.0,6.0,,No,846.0,290.0,,28500.0,904590000.0,"Lo Barnechea, Teresa de Avila",Venta Usada,                      Sergio Jodorkovsky                  ,Sucursal Cantagallo,02/04/2022
220,6360607,Estación Central,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/padre-vicente-irarrazabalavenida-5-de-abril/6360607,Casa,4.0,2.0,,No,220.0,165.0,,7200.0,228528000.0,"Estación Central, Padre Vicente Irarrazabal/Avenida 5 de Abril",Venta Usada,                      Jorge Pablo Caro Propiedades                  ,Jorge Pablo Caro Propiedades,31/03/2022
221,6599867,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/santiago-region-metropolitana/6599867,Casa,5.0,4.0,,No,400.0,400.0,,25267.8,802000000.0,"Santiago, Santiago, Región Metropolitana",Venta Usada,                      IGNACIO GANDARILLAS                  ,MIG PROPIEDADES,31/03/2022
222,6722349,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-los-morrospadre-hurtado/6722349,Casa,3.0,3.0,1.0,No,135.0,118.0,,4960.0,157430400.0,"San Bernardo, Camino Los Morros/Padre Hurtado",Venta Usada,                      Mauricio Pino Propiedades                  ,Mauricio Pino Propiedades,02/04/2022
223,6505448,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/manuel-rodriguez/6505448,Casa,3.0,2.0,2.0,,191.0,95.0,,5198.49,165000000.0,"Santiago, Manuel Rodríguez",Venta Usada,                      fabian M.                  ,fabian,16/02/2022
224,6356091,Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/jardin-de-la-dehesael-tranque/6356091,Casa,5.0,3.0,6.0,No,850.0,286.0,,26000.0,825240000.0,"Lo Barnechea, Jardin de la dehesa/el tranque",Venta Usada,                      Francisco Vial Propiedades                  ,Francisco Vial Propiedades,01/04/2022
225,5563803,El Bosque,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/av-penuelas-amav-padre-hurtado-am/5563803,Casa,9.0,3.0,,No,180.0,200.0,,3200.0,101568000.0,"El Bosque, Av peñuelas (am)/av padre hurtado (am)",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,03/04/2022
226,6112257,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/la-llanura-8881/6112257,Casa,3.0,3.0,2.0,,198.0,85.0,,5356.02,170000000.0,"La Florida, La Llanura 8881",Venta Usada,                      Ayelen Sepúlveda Jara                  ,Fe Propiedades Spa,30/03/2022
227,6447872,La Reina,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/carlos-silva-vildosola/6447872,Casa,6.0,5.0,4.0,No,1100.0,1100.0,,31000.0,983940000.0,"La Reina, Carlos Silva Vildosola",Venta Usada,                      Valentina Ortigosa                  ,Unne,02/04/2022
228,5584774,Estación Central,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/padre-vives-guillermo-franke/5584774,Casa,4.0,1.0,,,138.0,112.0,,4095.78,130000000.0,"Estación Central, Padre Vives & Guillermo Franke",Venta Usada,                      Francisco Jara                  ,Profesionales Inmobiliarios,31/03/2022
229,6712473,Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/metro-simon-bolivar-echenique/6712473,Casa,3.0,2.0,,No,180.0,100.0,,9250.0,293595000.0,"Ñuñoa, Metro Simón Bolívar / Echeñique",Venta Usada,                      Cata Brochet Propiedades                  ,Cata Brochet Propiedades,31/03/2022
230,6508726,La Reina,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/santa-rita-con-echenique/6508726,Casa,5.0,5.0,4.0,No,630.0,220.0,,17600.0,558624000.0,"La Reina, Santa Rita con Echeñique",Venta Usada,                      Ema Soto                  ,Mi Llave,02/04/2022
231,6505395,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/vicuna-rozas-6473/6505395,Casa,2.0,2.0,3.0,,240.0,177.0,,11184.63,355000000.0,"Santiago, Vicuña Rozas 6473",Venta Usada,                      fabian M.                  ,fabian,16/02/2022
232,4708360,La Reina,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/monsenor-edwardssimon-bolivar/4708360,Casa,5.0,4.0,,No,600.0,250.0,,22000.0,698280000.0,"La Reina, Monseñor Edwards/Simon Bolivar",Venta Usada,                      Jorge Pablo Caro Propiedades                  ,Jorge Pablo Caro Propiedades,01/04/2022
233,6430469,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/luis-matte-larrain-con-general-blanche/6430469,Casa,4.0,3.0,2.0,No,228.0,132.0,,13000.0,412620000.0,"Las Condes, Luis Matte Larrain con General Blanche",Venta Usada,                      Isabel Jara Prop.                  ,Unne,03/04/2022
234,5940868,Curacaví,https://chilepropiedades.cl/ver-publicacion/venta-usada/curacavi/casa/condominio-los-solares-curacavi/5940868,Casa,4.0,4.0,4.0,,5163.0,386.0,2012.0,12590.0,399606600.0,"Curacaví, Condominio Los Solares Curacavi",Venta Usada,                      Catalina Delgado REMAX-TOP                  ,Remax Top,30/03/2022
235,6356312,Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/av-pedro-fontovasta-elena-de-huechuraba/6356312,Casa,4.0,3.0,,No,37.0,117.0,,7750.0,245985000.0,"Huechuraba, Av pedro fontova/sta elena de huechuraba",Venta Usada,                      Jaime Moris Propiedades (Providencia)                  ,Jaime Moris Propiedades (Providencia),02/04/2022
236,5853741,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/los-tordos-las-tencas/5853741,Casa,3.0,1.0,1.0,,80.0,75.0,,2299.62,72990000.0,"La Florida, Los Tordos & Las Tencas",Venta Usada,                      Francisco Jara                  ,Profesionales Inmobiliarios,31/03/2022
237,6465462,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/la-florida-region-metropolitana/6465462,Casa,5.0,3.0,2.0,No,170.0,150.0,,5828.61,185000000.0,"La Florida, La Florida, Región Metropolitana",Venta Usada,                      Agente Propiedades                  ,Agente Propiedades,31/03/2022
238,6113389,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/metro-nuble/6113389,Casa,4.0,2.0,,No,136.0,97.89,,5608.07,178000000.0,"Santiago, metro ñuble",Venta Usada,                      Marcelo Luis Alejandro Aguilera                  ,Mi Llave,01/04/2022
239,5718460,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/luna-diagonal-santa-irene/5718460,Casa,5.0,3.0,2.0,,200.0,170.0,,7403.59,234990000.0,"La Florida, Luna & Diagonal Santa Irene",Venta Usada,                      Francisco Jara                  ,Profesionales Inmobiliarios,31/03/2022
240,6513258,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo-region-metropolitana/6513258,Casa,3.0,,,No,135.0,135.0,,3103.34,98500000.0,"San Bernardo, San Bernardo, Región Metropolitana",Venta Usada,                      Marta  Bustillos C.                  ,Bucas Propiedades,02/04/2022
241,6504587,Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/lomas-de-lo-aguirre/6504587,Casa,4.0,4.0,2.0,,456.0,167.0,2016.0,9150.0,290421000.0,"Pudahuel, Lomas de lo Aguirre",Venta Usada,                      Alejandra Cevasco                  ,Promoción Inmobiliaria,15/02/2022
242,5343678,Vitacura,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/colegio-manquehue-acepta-ofertas/5343678,Casa,5.0,3.0,2.0,No,200.0,140.0,,13900.0,441186000.0,"Vitacura, Colegio Manquehue, acepta ofertas",Venta Usada,                      Schumacher Propiedades                  ,Schumacher Propiedades,03/04/2022
243,6024178,Quinta Normal,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/sta-petronila-832/6024178,Casa,4.0,2.0,2.0,,200.0,150.0,,6100.0,193614000.0,"Quinta Normal, Sta. Petronila 832",Venta Usada,                      Cristián Espinoza F                  ,Tzanis Propiedades,30/03/2022
244,5237736,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/los-generales-maipu/5237736,Casa,4.0,2.0,,No,169.7,250.0,,4946.44,157000000.0,"Maipú, Los Generales, Maipú",Venta Usada,                      Luis Carreño                  ,Agente365 chile,02/04/2022
245,6603872,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/colina-region-metropolitana/6603872,Casa,3.0,3.0,2.0,No,320.0,135.0,,11600.0,368184000.0,"Colina, Colina, Región Metropolitana",Venta Usada,                      La Cumbre Propiedades                  ,La Cumbre Propiedades,31/03/2022
246,6789219,La Granja,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-granja/casa/elqui/6789219,Casa,6.0,2.0,2.0,,521.0,,1979.0,6301.2,200000000.0,"La Granja, Elqui",Venta Usada,                      Caroline Lara                  ,Lara&Rojas legales y propiedades SpA,02/04/2022
247,6118072,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/el-avellano/6118072,Casa,3.0,2.0,1.0,,207.0,110.0,,5009.45,159000000.0,"San Bernardo, El Avellano",Venta Usada,                      Jose Antonio Rojas                  ,,15/02/2022
248,6825129,Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/padre-hurtado/6825129,Casa,3.0,3.0,2.0,,325.0,100.0,,5702.0,180981480.0,"Padre Hurtado, Padre Hurtado",Venta Usada,                      Francisco Norambuena                  ,Gesinprop Gestión Inmobiliaria,01/04/2022
249,6367823,Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/condominio-en-el-arrayan/6367823,Casa,6.0,6.0,5.0,No,5700.0,500.0,,29000.0,920460000.0,"Lo Barnechea, Condominio en El Arrayán",Venta Usada,                      Residencial TSI Property                  ,Tsi Property,03/04/2022
250,6810221,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/cordillera-de-nahuelbuta/6810221,Casa,2.0,2.0,1.0,,107.0,,,2553.0,81032220.0,"Puente Alto, Cordillera de Nahuelbuta",Venta Usada,                      VERCETTI PROPIEDADES                  ,Vercetti Propiedades,30/03/2022
251,5628611,Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/jose-luis-araneda-simon-bolivar/5628611,Casa,3.0,2.0,5.0,No,350.0,145.0,,13200.0,418968000.0,"Ñuñoa, José Luis Araneda // Simón Bolivar",Venta Usada,                      Inmueble Propiedades                  ,Unne,02/04/2022
252,6818808,Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/avenida-pedro-fontova/6818808,Casa,6.0,3.0,2.0,,390.0,250.0,,0.38,12000.0,"Huechuraba, Avenida Pedro Fontova",Venta Usada,                      Saldias Propiedades                  ,Saldias Propiedades,31/03/2022
253,5808249,Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/nunoa-region-metropolitana/5808249,Casa,4.0,3.0,2.0,No,132.0,87.0,,7876.5,250000000.0,"Ñuñoa, Ñuñoa, Región Metropolitana",Venta Usada,                      Agente Propiedades                  ,Agente Propiedades,31/03/2022
254,5646284,Vitacura,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/padre-hurtado-nortelo-beltran/5646284,Casa,5.0,4.0,,No,550.0,300.0,,23629.49,750000000.0,"Vitacura, padre hurtado norte/lo beltran",Venta Usada,                      Cata Brochet Propiedades                  ,Cata Brochet Propiedades,02/04/2022
255,4690509,La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/andacollo-9131/4690509,Casa,4.0,2.0,4.0,,750.0,245.0,1980.0,12602.39,400000000.0,"La Cisterna, Andacollo 9131",Venta Usada,                      Corredor Pro SpA.                  ,Corredorpro Spa,15/02/2022
256,6610733,Estación Central,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/alpatacal-am52072padre-vicente-irarrazabal-am/6610733,Casa,3.0,1.0,,No,200.0,120.0,,3550.72,112700000.0,"Estación Central, Alpatacal (am-52072)/padre vicente irarrázabal (am)",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,01/04/2022
257,5715362,Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/jose-pedro-alessandri-con-rodrigo-de-araya/5715362,Casa,3.0,2.0,1.0,No,112.0,109.0,,6952.62,220676159.0,"Ñuñoa, Jose pedro alessandri con rodrigo de araya",Venta Usada,                      Veronica Aguirre                  ,Foix Realty 100,03/04/2022
258,4838677,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/cerro-alvarado-1572/4838677,Casa,5.0,1.0,2.0,,179.0,128.0,,3990.0,126642600.0,"Santiago, Cerro Alvarado 1572",Venta Usada,                      Manuel Ruiz                  ,,29/03/2022
259,5334587,Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/calle-valdivieso/5334587,Casa,3.0,1.0,1.0,No,259.5,120.0,,6931.32,220000000.0,"Recoleta, Calle Valdivieso",Venta Usada,                      Partners & Advisers Propiedades                  ,Partners & Advisers Propiedades,02/04/2022
260,6023575,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/cautin-1184/6023575,Casa,4.0,1.0,,,90.0,130.0,,3462.51,109900000.0,"Santiago, Cautín 1184",Venta Usada,                      Francisco Jara                  ,Profesionales Inmobiliarios,31/03/2022
261,6601205,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/la-florida-region-metropolitana/6601205,Casa,2.0,1.0,1.0,No,60.0,66.0,,1417.77,44999990.0,"La Florida, La Florida, Región Metropolitana",Venta Usada,                      Cynthia Mitry                  ,INDEHID Administracion y Gestion Inmobiliaria,31/03/2022
262,5973260,San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-miguel-region-metropolitana/5973260,Casa,3.0,1.0,2.0,No,660.0,112.0,,20163.83,640000000.0,"San Miguel, San Miguel, Región Metropolitana",Venta Usada,                      Francisco Duque                  ,Todo Propiedades,02/04/2022
263,6181250,Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/fuerteventura/6181250,Casa,3.0,3.0,2.0,,189.0,136.0,2003.0,6200.0,196788000.0,"Quilicura, Fuerteventura",Venta Usada,                      Catherine Rodriguez                  ,,15/02/2022
264,6609680,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/avenida-las-condes-y-avenida-padre-hurtado/6609680,Casa,5.0,3.0,2.0,No,187.0,149.0,,11490.0,364692600.0,"Las Condes, Avenida Las Condes y Avenida Padre Hurtado",Venta Usada,                      Grupo Premium Propiedades Santiago                  ,Grupo Premium Propiedades Santiago,01/04/2022
