,Codigo_Aviso,Comuna,Link,Tipo_Vivienda,N_Habitaciones,N_Baños,N_Estacionamientos,Amoblado,Total_Superficie_M2,Superficie_Construida_M2,anoConstruccion,Valor_UF,Valor_CLP,Dirección,tipoPublicacion,Quién_Vende,Corredor,fechaPublicacion
3656,6698654,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/san-hugo-1160/6698654,Casa,2.0,1.0,1.0,,90.0,70.0,1996.0,2100.0,66654000.0,"Santiago, San Hugo 1160",Venta Usada,                      ARSEN INVERSIONES SpA                  ,Arsen Propiedades,15/03/2022
3657,6319189,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/davila-larrain/6319189,Casa,3.0,2.0,,,175.0,117.0,,5200.0,165048000.0,"Santiago, Davila Larrain",Venta Usada,                      Carlos Solís                  ,,28/02/2022
3658,6211093,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/puente-alto-region-metropolitana/6211093,Casa,5.0,1.0,1.0,No,90.0,65.0,,1701.32,54000000.0,"Puente Alto, Puente Alto, Región Metropolitana",Venta Usada,                      Victor Ureta Ponce                  ,Todo Propiedades,23/03/2022
3659,6537900,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/monroe-hernando-de-magallanes/6537900,Casa,11.0,4.0,2.0,No,510.0,255.0,,22300.0,707802000.0,"Las Condes, Monroe / Hernando de Magallanes",Venta Usada,                      Ana Maria Castro Melej                  ,OpenChoice Propiedades,22/03/2022
3660,6033077,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/mrautopista-los-libertadoresvilla-el-olivar-de-chacabuco/6033077,Casa,5.0,1.0,1.0,No,500.0,160.0,,2741.02,87000000.0,"Colina, (MR)Autopista Los Libertadores/Villa El Olivar de Chacabuco",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,21/03/2022
3661,6632425,Lampa,https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/camino-santa-saracondominio-quilquenbatucolampa/6632425,Casa,4.0,4.0,2.0,No,5500.0,350.0,,11000.0,349140000.0,"Lampa, Camino Santa Sara/Condominio Quilquén/Batuco-Lampa",Venta Usada,                      Mauricio Pino Propiedades                  ,Mauricio Pino Propiedades,20/03/2022
3662,6469989,Renca,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/jose-santiago-aldunate/6469989,Casa,10.0,3.0,1.0,,280.0,230.0,,5040.96,160000000.0,"Renca, José Santiago Aldunate",Venta Usada,                      Ronny  Martinez Avello                  ,Fluss mosel limitada,10/02/2022
3663,6698621,Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/ciudad-de-los-valles/6698621,Casa,3.0,3.0,2.0,,458.0,150.0,2015.0,11000.0,349140000.0,"Pudahuel, Ciudad de los valles",Venta Usada,                      Jaime Barbera                  ,,15/03/2022
3664,6304487,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/monitor-2850/6304487,Casa,4.0,1.0,1.0,,88.0,75.0,,2095.15,66500000.0,"Puente Alto, Monitor 2850",Venta Usada,                      Rolando Vargas                  ,,28/02/2022
3665,6747983,Talagante,https://chilepropiedades.cl/ver-publicacion/venta-usada/talagante/casa/camino-la-palma/6747983,Casa,6.0,8.0,,No,5000.0,5000.0,,11900.0,377706000.0,"Talagante, Camino la palma",Venta Usada,                      Residencial TSI Property                  ,Tsi Property,23/03/2022
3666,6542276,Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/avda-las-torres/6542276,Casa,3.0,2.0,1.0,No,130.0,87.0,,4050.0,128547000.0,"Quilicura, Avda las torres",Venta Usada,                      Tasapro Corretajes                  ,Mi Llave,22/03/2022
3667,5980466,Renca,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/la-punta/5980466,Casa,4.0,2.0,3.0,No,141.0,118.0,,4605.0,146162700.0,"Renca, La punta",Venta Usada,                      Mauricio Duarte                  ,Mi Llave,21/03/2022
3668,6204781,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/conferencia-1350/6204781,Casa,4.0,1.0,,No,215.0,180.0,,4550.0,144417000.0,"Santiago, conferencia 1350",Venta Usada,                      RYO  Propiedades                  ,Mi Llave,20/03/2022
3669,6442724,Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/lafayette/6442724,Casa,7.0,4.0,2.0,,267.0,125.0,,9360.0,297086400.0,"Independencia, Lafayette",Venta Usada,                      Sebastian Contreras                  ,,10/02/2022
3670,6315982,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/avenida-mexico/6315982,Casa,6.0,2.0,,,214.0,145.0,,4379.33,139000000.0,"Santiago, Avenida México",Venta Usada,                      Carola Ibarra                  ,Jlipropiedades,15/03/2022
3671,6274475,Isla de Maipo,https://chilepropiedades.cl/ver-publicacion/venta-usada/isla-de-maipo/casa/isla-de-maipo/6274475,Casa,3.0,3.0,8.0,,871.0,184.0,,6931.32,220000000.0,"Isla de Maipo, Isla de Maipo",Venta Usada,                      fabian M.                  ,fabian,28/02/2022
3672,5154428,Vitacura,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/luis-pasteur-sta-maria-de-manquehue-plano/5154428,Casa,5.0,5.0,6.0,No,1450.0,450.0,,38000.0,1206120000.0,"Vitacura, Luis Pasteur /Sta Maria de Manquehue plano",Venta Usada,                      Benjamín Claro Propiedades                  ,Unne,23/03/2022
3673,6526000,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/cuenca/6526000,Casa,6.0,2.0,2.0,No,172.0,133.0,,14200.0,450708000.0,"Las Condes, cuenca",Venta Usada,                      Manuel Jose Valenzuela                  ,VALVAL,22/03/2022
3674,5107272,La Reina,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/julia-bernsteinalvaro-casanova/5107272,Casa,6.0,5.0,,No,1000.0,181.0,,22000.0,698280000.0,"La Reina, Julia Bernstein/Alvaro Casanova",Venta Usada,                      Luz Godoy Propiedades                  ,Luz Godoy Propiedades,21/03/2022
3675,6425678,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/paso-alto-orienteportezuelo-del-cepo/6425678,Casa,3.0,2.0,1.0,No,200.0,80.0,,4820.42,153000000.0,"Puente Alto, Paso alto Oriente/Portezuelo del Cepo",Venta Usada,                      Luz Godoy Propiedades                  ,Luz Godoy Propiedades,20/03/2022
3676,6465934,La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/ciencias-6500/6465934,Casa,3.0,1.0,1.0,,280.0,92.0,,4410.84,140000000.0,"La Cisterna, Ciencias 6500",Venta Usada,                      VIVIANA URRIOLA                  ,,09/02/2022
3677,6692868,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/parque-central-ciudad-satelite/6692868,Casa,3.0,3.0,2.0,,150.0,105.0,,5671.08,180000000.0,"Santiago, Parque Central - Ciudad Satelite",Venta Usada,                      fabian M.                  ,fabian,14/03/2022
3678,5871232,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/pastor-jose-torres-grosa/5871232,Casa,4.0,3.0,2.0,,114.0,90.0,2004.0,3938.25,125000000.0,"Maipú, Pastor José Torres Grosa",Venta Usada,                      ana carolina rodriguez cuevas                  ,,28/02/2022
3679,5841656,El Bosque,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/riquelme-600/5841656,Casa,6.0,2.0,1.0,,150.0,144.0,,2930.06,93000000.0,"El Bosque, Riquelme 600",Venta Usada,                      VIVIANA URRIOLA                  ,,09/02/2022
3680,5437610,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/condominio-santa-sofia-de-lo-canas-la-florida/5437610,Casa,3.0,3.0,6.0,No,1200.0,127.0,,8979.21,285000000.0,"La Florida, Condominio santa sofia de lo cañas , la florida",Venta Usada,                      Daniel - Maipú Cerda                  ,Urbalia,23/03/2022
3681,6448504,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/general-carrera-metrotren-cinco-pinos-amav-portales-am/6448504,Casa,3.0,1.0,,No,82.0,49.0,,3150.6,100000000.0,"San Bernardo, General carrera - metrotren cinco pinos (am)/av portales (am)",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,22/03/2022
3682,5388423,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/colegio-villa-maria-y-verbo-divino/5388423,Casa,4.0,3.0,2.0,No,363.0,216.0,,28700.0,910938000.0,"Las Condes, Colegio Villa Maria y Verbo Divino",Venta Usada,                      Benjamín Claro Propiedades                  ,Unne,21/03/2022
3683,6732931,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo/6732931,Casa,2.0,1.0,2.0,,90.0,60.0,1998.0,1984.88,63000000.0,"San Bernardo, San Bernardo",Venta Usada,                      Myrta                  ,,20/03/2022
3684,6692780,Lo Prado,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-prado/casa/dorsal-5509/6692780,Casa,3.0,1.0,1.0,,162.0,95.0,,4095.78,130000000.0,"Lo Prado, Dorsal 5509",Venta Usada,                      Joaquin Guerra                  ,,14/03/2022
3685,5407645,Curacaví,https://chilepropiedades.cl/ver-publicacion/venta-nueva/curacavi/casa/casa-2-lucia-lopez-sasso-n-1291-villa-paulita-ll/5407645,Casa,3.0,1.0,1.0,,74.52,61.19,2020.0,2266.0,71922840.0,"Curacaví, Casa  2    Lucia Lopez Sasso  N° 1291  Villa Paulita ll",Venta Nueva,                      rodolfo nolasco luna valderrama                  ,Link Hipotecario,28/02/2022
3686,6747591,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/km-41-por-autopista-los-libertadores-salida-chacabuco-casas-de-chacabuco/6747591,Casa,5.0,3.0,,No,5000.0,800.0,,27000.0,856980000.0,"Colina, KM 41 por autopista los libertadores salida Chacabuco, casas de chacabuco",Venta Usada,                      Carla  Zaror                  ,Mi Llave,23/03/2022
3687,6639497,Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/antupiren/6639497,Casa,5.0,4.0,2.0,No,219.0,180.0,,8900.0,282486000.0,"Peñalolén, Antupiren",Venta Usada,                      MAVIC Propiedades                  ,Unne,22/03/2022
3688,5771549,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/padre-hurtado-surcolon/5771549,Casa,3.0,1.0,3.0,No,270.0,70.0,,7561.44,240000000.0,"Las Condes, Padre Hurtado Sur/Colón",Venta Usada,                      Vivaqui Propiedades                  ,Vivaqui Propiedades,21/03/2022
3689,5978838,Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/alcalde-delano-el-tranque-la-dehesa-antigua/5978838,Casa,5.0,5.0,3.0,No,855.0,351.0,,30800.0,977592000.0,"Lo Barnechea, Alcalde delano, el tranque, la dehesa antigua",Venta Usada,                      Macarena Torres                  ,Nativo Propiedades,20/03/2022
3690,6465796,La Reina,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/principe-de-gales/6465796,Casa,10.0,4.0,4.0,,815.0,350.0,1985.0,26900.0,853806000.0,"La Reina, Príncipe de Gales",Venta Usada,                      Solange Lehuede Dominguez                  ,,09/02/2022
3691,6418843,Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/avenida-salvador/6418843,Casa,4.0,2.0,1.0,,256.0,176.0,1930.0,18903.59,600000000.0,"Providencia, Avenida Salvador",Venta Usada,                      m3 corredores                  ,Metro cúbico propiedades,14/03/2022
3692,5819670,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-nueva/santiago/casa/casa-32-pasaje-6-n2040-curacavi-villa-paulita-ll/5819670,Casa,3.0,1.0,2.0,,80.16,63.83,2020.0,2434.0,77255160.0,"Santiago, Casa 32  Pasaje 6  N°2040 Curacavi - Villa Paulita ll",Venta Nueva,                      rodolfo nolasco luna valderrama                  ,Link Hipotecario,28/02/2022
3693,6747559,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/a-25-minutos-de-santiago-casas-de-chacabuco/6747559,Casa,6.0,4.0,,No,4500.0,360.0,,13500.0,428490000.0,"Colina, a 25 minutos de Santiago, Casas de Chacabuco",Venta Usada,                      Carla  Zaror                  ,Mi Llave,23/03/2022
3694,3353547,Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/av-greciaestadio-nacional/3353547,Casa,11.0,5.0,1.0,No,480.0,268.0,,17150.0,544341000.0,"Ñuñoa, Av grecia/estadio nacional",Venta Usada,                      Procasa Adrian Ulloa Propiedades                  ,Procasa Adrián Ulloa Propiedades,22/03/2022
3695,5776113,Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/casa-2-pisos-en-villa-el-amanecer/5776113,Casa,3.0,1.0,,No,138.0,48.0,,1575.3,50000000.0,"Peñaflor, Casa 2 Pisos en Villa El Amanecer",Venta Usada,                      Corretajes Prosal Ltda.                  ,Corretajes Prosal,21/03/2022
3696,6624529,Macul,https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/los-cedroslos-platanos/6624529,Casa,6.0,3.0,,No,195.0,133.0,,8500.0,269790000.0,"Macul, Los Cedros/Los Platanos",Venta Usada,                      Luz Godoy Propiedades                  ,Luz Godoy Propiedades,20/03/2022
3697,6465343,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/c-el-maiten-210/6465343,Casa,3.0,1.0,2.0,,110.0,65.0,2011.0,2835.54,90000000.0,"Puente Alto, C. El Maiten 210",Venta Usada,                      Corredor Pro SpA.                  ,Corredorpro Spa,09/02/2022
3698,6657837,Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/av-los-molinos-1802/6657837,Casa,4.0,3.0,3.0,,283.0,144.0,2017.0,10800.0,342792000.0,"Pudahuel, Av. los Molinos 1802",Venta Usada,                      FHANNY RECAMIER                  ,,14/03/2022
3699,6592999,Conchalí,https://chilepropiedades.cl/ver-publicacion/venta-usada/conchali/casa/calle-cristina-4436-con-av-principal/6592999,Casa,6.0,1.0,1.0,No,168.0,115.0,1973.0,4568.37,145000000.0,"Conchalí, Calle cristina 4436 con Av principal",Venta Usada,                      Manuel arnoldo cornejo                  ,,28/02/2022
3700,6747156,Paine,https://chilepropiedades.cl/ver-publicacion/venta-usada/paine/casa/paine/6747156,Casa,4.0,2.0,5.0,No,5250.0,119.0,,4419.0,140259060.0,"Paine, Paine",Venta Usada,                      Carmen - Buin Avilez                  ,Urbalia,23/03/2022
3701,6537363,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/general-urrutianueva-barros-arana/6537363,Casa,3.0,3.0,,No,108.0,71.0,,3600.0,114264000.0,"San Bernardo, General Urrutia/Nueva Barros Arana",Venta Usada,                      Mauricio Pino Propiedades                  ,Mauricio Pino Propiedades,22/03/2022
3702,3170405,La Reina,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/padre-hurtadovalenzuela-puelma/3170405,Casa,4.0,3.0,1.0,No,1343.0,275.0,,23000.0,730020000.0,"La Reina, Padre Hurtado/Valenzuela Puelma",Venta Usada,                      Alonso Baeza Rivera y Cía. Ltda. (Tobalaba)                  ,Alonso Baeza Rivera y Cía. Ltda.,21/03/2022
3703,6045712,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/los-alamos-amav-costanera-poniente-am/6045712,Casa,3.0,3.0,1.0,Sí,163.0,120.0,,4650.0,147591000.0,"Colina, Los alamos (am)/av costanera poniente (am)",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,20/03/2022
3704,6354210,San Ramón,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-ramon/casa/pje-cinco-1775/6354210,Casa,3.0,1.0,1.0,,105.0,60.0,1982.0,1417.77,45000000.0,"San Ramón, Pje. Cinco 1775",Venta Usada,                      Camila Galleguillos                  ,,09/02/2022
3705,6385626,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/sta-raquel-10888/6385626,Casa,3.0,2.0,1.0,,115.0,68.0,,2362.95,75000000.0,"La Florida, Sta Raquel 10888",Venta Usada,                      María Eliana Abarca                  ,,14/03/2022
3706,5945298,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/av-plaza-570/5945298,Casa,6.0,5.0,3.0,,270.0,512.0,2005.0,27500.0,872850000.0,"Las Condes, Av Plaza 570",Venta Usada,                      Juan Pablo                  ,Brick Boutique Properties,28/02/2022
3707,6747145,San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/magdalena-vicunabarcelona/6747145,Casa,4.0,2.0,,No,403.0,194.0,,9451.8,300000000.0,"San Miguel, Magdalena vicuña/barcelona",Venta Usada,                      Aulén 2                  ,Unne,23/03/2022
3708,5542079,Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/millantu/5542079,Casa,5.0,3.0,2.0,No,194.0,170.0,2022.0,5986.14,190000000.0,"Quilicura, Millantu",Venta Usada,                      Houm                  ,Houm,22/03/2022
3709,5716837,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/el-remanso-san-carlos-de-apoquindo/5716837,Casa,5.0,5.0,3.0,No,620.0,292.0,,28900.0,917286000.0,"Las Condes, El remanso / san carlos de apoquindo",Venta Usada,                      Patricio Foix                  ,Foix Realty 100,21/03/2022
3710,6732862,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/parque-central-ciudad-satelite/6732862,Casa,5.0,2.0,1.0,,200.0,140.0,,5356.02,170000000.0,"Maipú, Parque Central - Ciudad Satelite",Venta Usada,                      Gremidia Sagardia Arias                  ,,20/03/2022
3711,6104046,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/rio-claro-con-los-toros/6104046,Casa,3.0,2.0,2.0,,137.0,93.0,,3780.72,120000000.0,"Puente Alto, Río Claro con Los Toros",Venta Usada,                      virna kusjanovic v.                  ,,09/02/2022
3712,5461254,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/los-pioneros-874/5461254,Casa,2.0,1.0,,,216.0,85.0,,2583.49,82000000.0,"Maipú, Los Pioneros 874",Venta Usada,                      Francisco Peña                  ,,14/03/2022
3713,6588796,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/los-diaguitas-21559/6588796,Casa,3.0,3.0,2.0,,312.0,115.0,2014.0,6800.0,215832000.0,"Colina, Los Diaguitas 21559",Venta Usada,                      Lili Gonzalez                  ,,27/02/2022
3714,6746999,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/avenida-concha-y-toro/6746999,Casa,3.0,2.0,2.0,No,199.0,110.0,2022.0,5356.02,170000000.0,"Puente Alto, Avenida Concha Y Toro",Venta Usada,                      Houm                  ,Houm,23/03/2022
3715,6541830,La Reina,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/barrio-principe-de-gales/6541830,Casa,4.0,3.0,,No,400.0,180.0,,16900.0,536406000.0,"La Reina, Barrio  principe de gales",Venta Usada,                      Debbie Latuz Toledo                  ,,22/03/2022
3716,4936161,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/doctor-sotero-del-riosanta-amalia/4936161,Casa,5.0,2.0,1.0,No,200.0,120.0,,4410.84,140000000.0,"La Florida, Doctor Sotero del Rio/Santa Amalia",Venta Usada,                      Procasa Adrian Ulloa Propiedades                  ,Procasa Adrián Ulloa Propiedades,21/03/2022
3717,6632517,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/departamento-en-venta-en-block-3-en-villa-angelmo/6632517,Casa,2.0,1.0,,No,43.0,39.0,,1260.24,40000000.0,"San Bernardo, Departamento en venta en Block 3 en villa Angelmo",Venta Usada,                      Maryori Benítez                  ,Unne,20/03/2022
3718,4743852,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/roque-esteban-scarpa-straboni-2329/4743852,Casa,4.0,2.0,2.0,,171.0,87.0,2005.0,4032.77,128000000.0,"Santiago, Roque Esteban Scarpa Straboni 2329",Venta Usada,                      mauricio adasme                  ,,08/02/2022
3719,6692328,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/camino-a-zapallar-parcelacion-los-cristales-lote-20-curico/6692328,Casa,4.0,3.0,2.0,,5026.0,485.0,2012.0,,,"Santiago, Camino a Zapallar, Parcelación Los Cristales, lote 20, Curicó",Venta Usada,                      María José Pinto Garay                  ,,14/03/2022
3720,6588720,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/eugenio-pozo-silva/6588720,Casa,3.0,2.0,1.0,,90.0,65.0,2003.0,3489.2,110747208.0,"Maipú, Eugenio Pozo Silva",Venta Usada,                      Pamela Bravo                  ,,27/02/2022
3721,6644422,Macul,https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/siria/6644422,Casa,5.0,1.0,3.0,No,195.0,78.0,,4883.43,155000000.0,"Macul, Siria.",Venta Usada,                      Margarita - Valparaiso Ponce De Leon                  ,Urbalia,23/03/2022
3722,2832783,Talagante,https://chilepropiedades.cl/ver-publicacion/venta-usada/talagante/casa/santa-adrianaautopista-del-sol/2832783,Casa,4.0,3.0,,No,5006.0,375.0,,12900.0,409446000.0,"Talagante, Santa Adriana/Autopista del Sol",Venta Usada,                      Jorge Pablo Caro Propiedades                  ,Jorge Pablo Caro Propiedades,22/03/2022
3723,5714656,Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/sector-pie-andino/5714656,Casa,2.0,,,No,229.0,226.0,,17950.0,569733000.0,"Lo Barnechea, Sector pie andino",Venta Usada,                      Pilar Riquelme C.                  ,Foix Realty 100,21/03/2022
3724,5710751,Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/gran-oportunidad-inversionistas-6d-con-bano-y-cocina-independientes/5710751,Casa,6.0,6.0,,No,162.0,154.0,,2672.0,84809280.0,"Peñalolén, Gran oportunidad inversionistas, 6d con baño y cocina independientes",Venta Usada,                      María Fernanda                  ,Invierte Propiedades,20/03/2022
3725,6080373,San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/cuarta-transversal/6080373,Casa,4.0,2.0,1.0,,245.0,197.0,1955.0,6950.0,220593000.0,"San Miguel, Cuarta Transversal",Venta Usada,                      Andrés Cáceres                  ,,08/02/2022
3726,6588424,Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/av-del-canal-20969/6588424,Casa,4.0,3.0,1.0,,173.0,110.0,2007.0,6200.0,196788000.0,"Pudahuel, Av. Del Canal 20969",Venta Usada,                      claudia urrutia                  ,,27/02/2022
3727,6691867,Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-nueva/lo-barnechea/casa/camino-huinganal/6691867,Casa,6.0,5.0,3.0,,739.0,248.0,,26000.0,825240000.0,"Lo Barnechea, Camino Huinganal",Venta Nueva,                      carlos riquelme                  ,Leadchile,14/03/2022
3728,6746821,Quinta Normal,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/nunez-de-balboa/6746821,Casa,5.0,1.0,,No,250.0,125.0,1962.0,4000.0,126960000.0,"Quinta Normal, Núñez de Balboa",Venta Usada,                      Houm                  ,Houm,23/03/2022
3729,6526223,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/presidente-errazuriz-gertrudis-echenique/6526223,Casa,12.0,4.0,2.0,No,280.0,260.0,,25500.0,809370000.0,"Las Condes, Presidente Errazuriz - Gertrudis Echeñique",Venta Usada,                      Manuel Jose Valenzuela                  ,VALVAL,22/03/2022
3730,5496321,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/hermanos-cabot-capitan-crosbie/5496321,Casa,3.0,4.0,3.0,No,300.0,240.0,,17990.0,571002600.0,"Las Condes, Hermanos Cabot / Capitan Crosbie",Venta Usada,                      Vivaqui Propiedades                  ,Vivaqui Propiedades,21/03/2022
3731,5981188,Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/mr-55208-av-bernardo-ohiggins-mrmr-del-trigal/5981188,Casa,3.0,1.0,1.0,No,144.0,83.0,,3875.24,123000000.0,"Quilicura, (mr 55208) av. Bernardo o'higgins (mr)/(mr) del trigal",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,20/03/2022
3732,5052924,Buin,https://chilepropiedades.cl/ver-publicacion/venta-usada/buin/casa/ribera-sur/5052924,Casa,3.0,2.0,1.0,,112.0,96.0,2014.0,2488.97,79000000.0,"Buin, Ribera sur",Venta Usada,                      AIDA ARSENIA BASTIAS PLAZA                  ,,08/02/2022
3733,6370399,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/cam-el-bosque-221/6370399,Casa,4.0,3.0,2.0,,140.0,117.0,,5510.4,174900000.0,"Maipú, Cam. el Bosque 221",Venta Usada,                      Francisco Jara                  ,Profesionales Inmobiliarios,27/02/2022
3734,6691060,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/pje-los-trenes-4513/6691060,Casa,3.0,1.0,1.0,,132.0,70.0,2011.0,4095.78,130000000.0,"Santiago, Pje. Los Trenes 4513",Venta Usada,                      Vanessa Cardenas                  ,,14/03/2022
3735,5496004,Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/yc-53772-av-las-torresyc-53772-los-verdurelos/5496004,Casa,4.0,1.0,1.0,No,92.0,92.0,,2520.48,80000000.0,"Peñalolén, (YC 53772) Av Las Torres/(YC 53772) Los Verdurelos",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,23/03/2022
3736,5002732,Macul,https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/purranquejorge-gonzalez-bastias/5002732,Casa,3.0,1.0,,No,162.0,108.0,,4725.9,150000000.0,"Macul, Purranque/Jorge Gonzalez Bastias",Venta Usada,                      Jorge Pablo Caro Propiedades                  ,Jorge Pablo Caro Propiedades,22/03/2022
3737,6290892,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/barrio-portezuelo-aggeneral-san-martin/6290892,Casa,3.0,2.0,,No,70.0,68.0,,4253.31,135000000.0,"Colina, Barrio Portezuelo (ag)/General San Martin",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,21/03/2022
3738,2658528,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/panama-con-santa-julia/2658528,Casa,3.0,5.0,,No,1000.0,340.0,,44000.0,1396560000.0,"La Florida, Panama con santa julia",Venta Usada,                      Vip Gestión inmobiliaria                  ,Vip Gestion Inmobiliaria,20/03/2022
